shipment_id,tracking_number,order_id,customer_id,customer_name,shipment_type,carrier,status,origin_city,origin_country,destination_city,destination_country,package_weight_kg,package_dimensions_cm,declared_value_eur,shipping_cost_eur,insurance_cost_eur,pickup_date,estimated_delivery_date,actual_delivery_date,warehouse_id,driver_id,distance_km,delivery_attempts,signature_required,customer_satisfaction_score,delay_reason,damage_reported,claim_filed,claim_amount_eur,co2_emissions_kg,is_international,created_at
SHP-202332123,TRK972687881806,ORD-4582663,CUST-466879,Leon Boateng,Standard,FedEx,Out for Delivery,Hanover,Germany,Leipzig,Germany,44.55,123x86x16,304.7,65.52,10.49,2025-04-02,2023-04-06,2025-05-07,WH-BER,DRV-6216,307,4,True,,,False,False,3833.95,7.78,True,2023-02-10 20:21:00
SHP-202332124,TRK295652527005,ORD-1561029,CUST-591556,Mia Mensah,Next Day,Deutsche Post,Failed,Munich,DE,Cologne,GERMANY,44.83,127x38x44,4600.39,30.99,8.75,2022-01-11,2023-12-16,2022-02-18,WH-CGN,DRV-3871,795,3,True,1.0,,False,True,0.0,51.12,True,2023-08-24 02:23:00
SHP-202332125,TRK487048593692,ORD-3385655,CUST-696818,Mia Muller,Freight,DB Schenker,Delivered,Essen,GERMANY,Hamburg,NL,27.03,55x62x75,4919.8,89.86,N/A,2024-10-27,2022-08-04,2025-07-11,WH-DRS,DRV-2477,552,1,True,2.0,,True,False,0.0,11.87,False,2023-03-23 17:57:00
SHP-202332126,TRK412243020681,ORD-7696156,CUST-976173,Hanna Boateng,Standard,DHL,Lost,Duisburg,GERMANY,Paris,Czech Republic,22.67,10x62x47,3265.58,53.32,0.0,22 May 2024,2024-09-20,2025-07-23,WH-MUC,DRV-8963,562,1,False,,Strike,False,False,3074.38,34.65,True,2023-02-15 03:57:00
SHP-202332127,TRK432631003688,ORD-8547362,CUST-266970,Emma Agyeman,Economy,Amazon Logistics,Delivered,Berlin,Deutschland,Paris,PL,29.37,65x61x76,1250.27,12.28,0.0,2025-02-12,2022-05-17,2022-05-17,WH-DRS,DRV-9122,51,3,False,,Incorrect Address,False,False,0.0,91.48,False,2023-11-22 17:44:00
SHP-202332128,TRK585346180704,ORD-9916455,CUST-647181,Max Hoffmann,Standard,Deutsche Post,Out for Delivery,Cologne,DE,Warsaw,GERMANY,20.78,13x38x40,2371.38,71.65,20.4,2025-08-11,2022-07-13,2022-06-06,WH-HAM,DRV-3917,37,2,True,,Weather,False,True,0.0,38.7,False,2023-09-05 03:02:00
SHP-202332129,TRK129907920755,ORD-8900609,CUST-176037,David Mensah,Freight,DPD,Returned,Stuttgart,Germany,Duisburg,Austria,21.76,122x47x64,3168.06,77.36,2.04,2023-05-30,05/03/2022,2024-10-28,WH-MUC,DRV-8610,595,5,False,,Recipient Not Available,True,True,0.0,68.95,False,2023-05-25 21:00:00
SHP-202332130,TRK361685953907,ORD-2214342,CUST-254066,Daniel Mensah,International,DPD,Pending,Stuttgart,DE,Hanover,AT,32.35,127x58x15,2120.67,75.66,0.0,2025-09-01,2023-12-27,2022-12-26,WH-MUC,DRV-5474,1370,3,True,1.0,,True,True,0.0,18.6,False,2023-04-19 21:40:00
SHP-202332131,TRK652911777059,ORD-8376970,CUST-928928,Lukas Weber,Economy,GLS,Returned,Essen,Germany,Hamburg,Austria,41.56,93x27x18,1137.18,66.51,13.05,2024-04-16,08/19/2024,2024-11-28,WH-BER,DRV-6801,1234,2,False,,,False,False,2027.87,83.58,True,2023-05-04 08:26:00
SHP-202332132,TRK966952295851,ORD-7416323,CUST-475184,Christina Hoffmann,Express,DHL,Delivered,Hamburg,DE,Dortmund,PL,3.0,145x95x52,3037.47,20.52,24.97,31-07-2022,2025-07-30,20 Dec 2023,WH-MUC,DRV-2531,142,4,False,4.0,,True,False,0.0,94.32,True,2023-09-05 01:27:00
SHP-202332133,TRK150034811774,ORD-1372027,CUST-548391,Sarah Schulz,Economy,FedEx,Lost,Cologne,Deutschland,Vienna,Poland,13.81,54x91x52,2683.97,14.09,23.78,2025-06-11,2022-01-03,15-03-2022,WH-MUC,DRV-9095,768,2,True,5.0,Strike,True,True,0.0,34.27,True,2023-08-03 08:36:00
SHP-202332134,TRK752032802827,ORD-8622081,CUST-919644,Petra Osei,Next Day,DHL,delivered,Berlin,Deutschland,Dortmund,Poland,33.37,96x40x63,3723.35,74.61,0.0,2024-08-10,2023-04-20,02/06/2024,WH-CGN,DRV-9321,1387,5,False,5.0,Customs Delay,True,True,0.0,73.35,True,2023-02-19 00:39:00
SHP-202332135,TRK549161538010,ORD-8843603,CUST-185835,Emma Osei,Standard,GLS,Attempted,Berlin,Germany,Paris,AT,24.96,23x53x13,4840.53,55.36,21.62,28/10/2022,18/02/2024,2023-02-01,WH-CGN,DRV-8262,143,2,True,,Recipient Not Available,True,False,0.0,15.09,False,2023-08-25 22:06:00
SHP-202332136,TRK514507481030,ORD-2785433,CUST-862124,Paul Wolf,Express,Amazon Logistics,Out for Delivery,Cologne,Deutschland,Berlin,Austria,29.12,64x15x25,1539.74,70.82,3.19,2024-01-17,2025-05-31,2025-04-02,WH-HAM,DRV-6012,1090,5,True,,Strike,True,True,0.0,48.69,True,2023-11-11 14:15:00
SHP-202332137,TRK940129498733,ORD-6487177,CUST-800814,Christina Muller,Economy,Hermes,In Transit,Dresden,GERMANY,Prague,Switzerland,38.5,140x46x26,796.47,62.27,9.91,2022-02-28,2022-10-12,2022-06-20,WH-DRS,DRV-7645,247,4,False,4.0,,True,True,0.0,69.39,False,2023-12-05 18:34:00
SHP-202332138,TRK997698152371,ORD-7590800,CUST-920665,Mia Muller,Standard,UPS,Lost,Hamburg,DE,Nuremberg,FR,24.57,104x97x47,1091.42,15.51,0.0,2025-09-19,2023-02-09,12/09/2022,WH-BER,DRV-5321,1022,1,False,4.0,,True,False,0.0,9.07,True,2023-07-02 22:21:00
SHP-202332139,TRK169521976006,ORD-8216893,CUST-876239,Thomas Wagner,Express,DB Schenker,Pending,Bremen,GERMANY,Frankfurt,FR,10.05,134x63x53,878.48,23.0,7.43,2023-07-12,2025-02-13,2022-04-05,WH-FRA,DRV-1686,476,2,True,2.0,Recipient Not Available,False,True,2362.33,95.31,False,2023-09-17 20:12:00
SHP-202332140,TRK887715953296,ORD-5956850,CUST-259372,Lukas Muller,Standard,Amazon Logistics,Attempted,Munich,GERMANY,Warsaw,FR,45.61,22x49x25,702.44,33.86,8.41,2025-05-21,2024-05-07,2022-06-05,WH-BER,DRV-5310,1419,2,True,4.0,Customs Delay,False,True,0.0,72.04,True,2023-01-17 14:43:00
SHP-202332141,TRK553981311863,ORD-7267411,CUST-507036,Michael Muller,Freight,Deutsche Post,Pending,Dusseldorf,GERMANY,Cologne,Czech Republic,3.33,104x55x18,2054.54,36.98,0.0,2025-08-10,08/06/2025,2022-10-16,WH-DRS,DRV-6118,1465,4,False,,,False,False,0.0,76.88,True,2023-11-08 19:13:00
SHP-202332142,TRK476537295356,ORD-4435211,CUST-831431,Sophie Osei,Same Day,GLS,delivered,Duisburg,DE,Paris,Austria,47.49,88x80x73,4364.65,52.35,0.0,11/05/2022,2025-08-01,2024-01-13,WH-HAM,DRV-7302,624,5,False,,,True,True,0.0,27.24,False,2023-05-18 14:28:00
SHP-202332143,TRK546692301675,ORD-7359071,CUST-410144,Andreas Sowah,Economy,Hermes,Lost,Leipzig,DE,Bremen,FR,25.59,139x75x25,4016.73,48.94,0.0,2022-11-26,2023-04-26,23 Feb 2025,WH-BER,DRV-1608,481,4,True,,Vehicle Breakdown,True,True,0.0,51.6,False,2023-06-23 02:09:00
SHP-202332144,TRK506373247907,ORD-4555007,CUST-461257,Mia Bauer,Standard,GLS,delivered,Hamburg,DE,Berlin,Poland,33.73,122x37x66,3116.96,88.26,N/A,2023-08-12,05/11/2024,2024-08-02,WH-HAM,DRV-5905,175,3,True,5.0,,False,True,0.0,91.72,True,2023-08-12 12:05:00
SHP-202332145,TRK489875871557,ORD-5857942,CUST-157362,Lukas Wagner,International,UPS,Out for Delivery,Munich,Deutschland,Cologne,France,9.0,10x67x7,4782.49,64.21,0.0,10/06/2025,2025-12-20,2022-11-22,WH-DRS,DRV-4336,1215,1,False,3.0,Traffic,False,False,0.0,0.38,True,2023-04-10 17:41:00
SHP-202332146,TRK227097762195,ORD-6644148,CUST-750664,Leon Richter,Next Day,Amazon Logistics,Attempted,Bremen,Germany,Berlin,Poland,19.96,25x19x26,1248.63,86.05,20.31,05-11-2022,2025-10-25,2025-12-25,WH-CGN,DRV-3685,590,3,True,,,False,False,0.0,52.06,False,2023-01-02 16:49:00
SHP-202332147,TRK952025124542,ORD-5705570,CUST-618406,Lukas Muller,Same Day,DPD,Failed,Hamburg,Germany,Paris,France,40.4,46x56x34,1369.84,58.82,1.75,2023-12-25,2024-11-23,18/11/2024,WH-HAM,DRV-1742,694,2,False,1.0,Customs Delay,False,False,0.0,49.56,True,2023-01-01 03:51:00
SHP-202332148,TRK484225385829,ORD-1782707,CUST-607154,Michael Klein,Next Day,UPS,Failed,Leipzig,Deutschland,Amsterdam,NL,31.6,51x94x45,4126.96,41.35,0.0,2024-04-14,2023-03-11,2022-01-05,WH-DRS,DRV-6191,45,2,False,,,True,False,0.0,80.9,False,2023-12-23 20:25:00
SHP-202332149,TRK277411168303,ORD-8604760,CUST-816747,Leon Agyeman,Same Day,DHL,In Transit,Stuttgart,Deutschland,Amsterdam,AT,15.1,148x92x12,1228.04,78.61,0.0,2025-01-08,2023-05-24,2023-10-06,WH-MUC,DRV-8978,1223,3,True,,Strike,True,False,0.0,8.39,False,2023-03-14 22:29:00
SHP-202332150,TRK634367694780,ORD-5209128,CUST-914846,Lisa Richter,International,UPS,Attempted,Nuremberg,DE,Stuttgart,AT,15.49,74x13x10,572.57,32.91,0.0,2025-01-23,2023-06-23,2024-07-10,WH-DRS,DRV-8860,616,2,False,5.0,Incorrect Address,True,False,0.0,26.72,False,2023-11-03 06:15:00
SHP-202332151,TRK846508706889,ORD-6219400,CUST-885987,Lukas Klein,Next Day,DPD,Out for Delivery,Stuttgart,Deutschland,Warsaw,Poland,30.31,18x95x56,549.45,43.56,0.0,2022-01-05,2022-10-03,2024-08-13,WH-FRA,DRV-6434,148,2,False,,Strike,True,False,0.0,67.5,True,2023-02-01 09:47:00
SHP-202332152,TRK487781221048,ORD-9056903,CUST-449527,Andreas Weber,International,FedEx,Out for Delivery,Berlin,Germany,Bremen,AT,2.39,121x33x79,3417.14,57.07,0.0,2024-07-21,2022-08-21,2023-07-18,WH-FRA,DRV-4348,1462,4,True,,Customs Delay,False,False,0.0,92.49,True,2023-11-25 15:49:00
SHP-202332153,TRK477556849039,ORD-5680009,CUST-125216,Max Becker,Express,DHL,In Transit,Hanover,Deutschland,Hanover,Germany,7.84,52x77x69,2233.26,74.92,17.88,2022-10-19,2022-05-21,2025-12-09,WH-HAM,DRV-5037,1402,2,True,5.0,,False,False,0.0,34.94,False,2023-10-13 00:20:00
SHP-202332154,TRK791083318018,ORD-3750099,CUST-654558,Emma Bauer,Economy,FedEx,Pending,Hamburg,Germany,Dresden,CH,37.02,23x44x61,469.82,44.75,13.53,2025-05-05,2023-09-24,2023-11-27,WH-MUC,DRV-5769,299,3,True,,Strike,False,True,0.0,93.7,False,2023-10-06 01:24:00
SHP-202332155,TRK996380065239,ORD-8498408,CUST-226576,Thomas Sowah,Freight,Deutsche Post,Delivered,Dusseldorf,GERMANY,Frankfurt,DE,39.52,62x22x7,3481.91,17.44,0.0,2023-06-07,2024-07-28,2024-07-28,WH-BER,DRV-1150,528,1,False,,Traffic,True,True,544.4,88.14,False,2023-03-10 02:12:00
SHP-202332156,TRK247363031646,ORD-5033503,CUST-418555,Anna Boateng,Express,DB Schenker,DELIVERED,Nuremberg,GERMANY,Essen,AT,44.57,88x42x66,3514.59,40.7,0.0,2023-10-26,2023-07-31,2025-03-25,WH-CGN,DRV-1695,83,5,False,4.0,Traffic,True,True,4818.3,40.12,True,2023-07-28 02:34:00
SHP-202332157,TRK916387843820,ORD-6611384,CUST-363314,Max Weber,Same Day,DHL,DELIVERED,Dresden,GERMANY,Zurich,NL,46.12,55x22x18,3548.91,21.62,22.17,2023-07-06,2022-09-05,2023-03-03,WH-MUC,DRV-7783,1410,1,True,,,True,True,0.0,49.88,True,2023-08-12 23:14:00
SHP-202332158,TRK639842811389,ORD-4998979,CUST-565978,Leon Wagner,Standard,Hermes,In Transit,Essen,GERMANY,Stuttgart,Poland,32.49,69x12x30,2435.24,59.9,0.0,2022-11-02,2024-11-23,15-06-2025,WH-FRA,DRV-6091,1089,5,False,2.0,Traffic,False,True,0.0,98.23,False,2023-06-26 12:17:00
SHP-202332159,TRK149843433611,ORD-5217341,CUST-345821,Christina Schneider,International,Amazon Logistics,Returned,Hanover,Germany,Essen,France,47.22,52x90x44,4303.39,16.47,18.68,2024-06-17,2024-12-01,2025-03-23,WH-HAM,DRV-3978,529,5,True,4.0,,False,False,0.0,61.42,True,2023-08-07 12:25:00
SHP-202332160,TRK483804760585,ORD-8447207,CUST-796553,Hanna Schmidt,Economy,Hermes,Lost,Berlin,Germany,Hanover,CZ,45.12,27x32x14,225.67,63.09,0.0,2025-12-07,2024-06-18,2022-03-07,WH-MUC,DRV-2285,259,3,True,1.0,Strike,False,True,0.0,55.1,True,2023-05-12 10:09:00
SHP-202332161,TRK382552892621,ORD-9759300,CUST-238361,Michael Weber,Same Day,DPD,Out for Delivery,Dortmund,Deutschland,Hamburg,CH,42.18,54x95x70,398.66,33.53,0.0,2024-05-21,2024-08-29,2024-03-25,WH-DRS,DRV-7294,1255,3,False,,Weather,True,True,0.0,43.58,False,2023-06-25 21:35:00
SHP-202332162,TRK185458813772,ORD-4839848,CUST-783280,Mia Wagner,Standard,UPS,Failed,Munich,Germany,Duisburg,NL,35.65,92x89x70,2121.68,58.96,11.02,2023-07-26,2024-11-14,2022-03-13,WH-MUC,DRV-4540,692,5,True,,,True,True,0.0,14.14,False,2023-11-26 18:24:00
SHP-202332163,TRK916223657740,ORD-4520184,CUST-998638,Christina Meyer,Express,UPS,Out for Delivery,Dusseldorf,Germany,Dortmund,Netherlands,12.98,63x24x25,1131.51,73.63,0.0,2022-01-15,2023-09-20,2022-12-18,WH-DRS,DRV-7106,997,2,True,,Incorrect Address,True,False,2645.75,39.03,False,2023-02-20 23:23:00
SHP-202332164,TRK736164246656,ORD-3110198,CUST-589940,Daniel Agyeman,International,DB Schenker,Out for Delivery,Dortmund,GERMANY,Hamburg,France,32.49,35x28x78,4087.67,27.34,0.0,2025-04-01,2025-08-21,2023-03-16,WH-HAM,DRV-4253,341,5,True,,Vehicle Breakdown,False,False,0.0,66.72,True,2023-04-20 18:59:00
SHP-202332165,TRK548008634254,ORD-8000708,CUST-302973,Anna Richter,Express,Hermes,Lost,Bremen,GERMANY,Dortmund,Poland,41.33,53x78x74,3903.07,26.95,0.0,2023-08-09,01/24/2023,04 Jul 2023,WH-CGN,DRV-8888,277,1,False,,,False,True,2202.48,89.38,False,2023-04-04 21:50:00
SHP-202332166,TRK553336694491,ORD-8793406,CUST-335631,David Mensah,Same Day,Deutsche Post,delivered,Bremen,Deutschland,Essen,AT,14.88,75x58x63,3982.63,79.88,0.0,30 Aug 2024,2022-06-10,2025-05-29,WH-BER,DRV-5237,889,4,True,,,True,True,0.0,27.53,True,2023-04-03 04:23:00
SHP-202332167,TRK780182787079,ORD-5301405,CUST-467833,Christina Muller,Standard,Hermes,Delivered,Frankfurt,DE,Dresden,CH,47.44,110x18x44,1642.67,71.21,9.88,2023-11-18,27/09/2024,2025-06-11,WH-FRA,DRV-4658,691,3,True,,Incorrect Address,False,False,0.0,12.23,True,2023-03-13 13:22:00
SHP-202332168,TRK799111759917,ORD-6755588,CUST-290332,David Fischer,International,Deutsche Post,In Transit,Duisburg,Deutschland,Stuttgart,France,14.03,61x74x14,1629.61,26.73,0.0,10/31/2022,2022-06-16,2024-09-26,WH-BER,DRV-6986,879,2,True,2.0,Incorrect Address,True,True,3222.15,72.48,False,2023-10-28 05:40:00
SHP-202332169,TRK930303516242,ORD-2490938,CUST-573564,Max Schulz,Standard,Hermes,Returned,Duisburg,Deutschland,Frankfurt,Austria,30.52,110x53x7,4350.8,52.68,0.0,2024-12-02,2022-11-29,2023-01-02,WH-HAM,DRV-6375,858,3,True,,Vehicle Breakdown,False,False,0.0,94.65,True,2023-04-04 12:24:00
SHP-202332170,TRK642136699134,ORD-9895133,CUST-393874,Felix Boateng,Freight,FedEx,In Transit,Hanover,Germany,Prague,France,25.72,84x30x40,3590.18,34.37,0.0,2025-02-15,17-03-2023,2025-03-30,WH-FRA,DRV-5673,55,3,False,3.0,,True,True,0.0,53.25,True,2023-10-06 23:32:00
SHP-202332171,TRK242831026795,ORD-9613054,CUST-975658,Felix Sowah,Express,UPS,Returned,Nuremberg,Deutschland,Munich,Czech Republic,15.75,91x15x55,2321.76,51.68,0.0,04/04/2024,18-06-2023,2023-12-23,WH-DRS,DRV-2733,915,4,True,3.0,Traffic,False,True,0.0,53.94,True,2023-11-10 05:45:00
SHP-202332172,TRK583735854085,ORD-5749694,CUST-560634,Petra Hoffmann,Next Day,UPS,Failed,Berlin,DE,Stuttgart,Switzerland,8.41,71x37x45,2567.44,74.73,12.38,2025-07-04,2024-07-31,04-06-2024,WH-MUC,DRV-4444,1086,2,False,,Customs Delay,False,False,0.0,46.78,True,2023-04-18 15:10:00
SHP-202332173,TRK810756995480,ORD-4954353,CUST-894943,Christina Agyeman,Same Day,DHL,Pending,Leipzig,DE,Dresden,AT,37.06,54x25x44,4003.87,4.84,0.0,22 Jan 2025,2023-06-20,2023-04-06,WH-FRA,DRV-3995,559,1,False,,Customs Delay,False,True,0.0,11.13,True,2023-03-26 18:28:00
SHP-202332174,TRK202297445355,ORD-2298729,CUST-187919,Sophie Bauer,Next Day,DB Schenker,DELIVERED,Munich,GERMANY,Dortmund,NL,28.04,19x69x75,3684.03,68.23,0.0,2022-06-19,2025-09-10,08-10-2025,WH-HAM,DRV-2090,108,1,True,3.0,,False,True,0.0,0.99,True,2023-05-13 19:51:00
SHP-202332175,TRK280753188688,ORD-9644358,CUST-655766,Paul Hoffmann,Standard,DHL,In Transit,Hamburg,GERMANY,Prague,France,16.18,109x76x44,3659.94,46.43,N/A,2025-02-21,2023-08-09,2022-11-15,WH-CGN,DRV-5963,222,2,False,,Strike,False,False,0.0,11.51,False,2023-04-23 04:54:00
SHP-202332176,TRK935665481248,ORD-8893760,CUST-680199,Hanna Schulz,Express,DB Schenker,DELIVERED,Nuremberg,Germany,Hanover,PL,34.99,28x74x44,1979.24,33.06,0.0,10-07-2023,2025-02-15,2025-12-05,WH-MUC,DRV-2936,1027,5,False,,Weather,True,True,0.0,16.68,False,2023-11-28 19:20:00
SHP-202332177,TRK783022047879,ORD-3460481,CUST-464304,David Richter,Express,Deutsche Post,In Transit,Munich,Germany,Dresden,Czech Republic,46.93,48x30x47,1556.15,67.38,19.92,2022-09-23,2022-01-08,11/09/2025,WH-CGN,DRV-1139,759,4,False,,Vehicle Breakdown,True,False,0.0,36.88,True,2023-01-14 07:06:00
SHP-202332178,TRK327352807443,ORD-6636236,CUST-595030,Michael Wagner,Next Day,Hermes,Failed,Duisburg,Deutschland,Prague,AT,49.7,92x51x27,1450.72,47.35,22.65,2023-09-25,2024-03-07,2023-01-08,WH-MUC,DRV-5913,1183,1,False,4.0,,True,True,0.0,66.01,True,2023-01-21 13:00:00
SHP-202332179,TRK930088703248,ORD-5255879,CUST-790023,Mia Becker,International,UPS,Out for Delivery,Dusseldorf,GERMANY,Frankfurt,Germany,42.4,32x98x72,3690.96,30.54,6.47,2024-08-01,2024-09-18,2023-10-19,WH-CGN,DRV-5270,495,5,True,,Strike,False,False,0.0,36.1,True,2023-09-18 09:50:00
SHP-202332180,TRK556331534897,ORD-5171133,CUST-207437,Max Osei,Standard,DPD,Out for Delivery,Stuttgart,DE,Cologne,Czech Republic,0.99,133x93x46,616.77,37.83,5.61,16/11/2022,29-06-2022,2023-08-04,WH-HAM,DRV-4067,1222,4,False,4.0,Traffic,True,False,3584.45,44.2,True,2023-09-06 05:13:00
SHP-202332181,TRK511570212594,ORD-2042187,CUST-295349,Christina Wolf,Same Day,Hermes,Delivered,Dusseldorf,DE,Amsterdam,Germany,0.32,25x90x63,4975.01,75.66,1.67,2025-04-22,2022-10-22,2024-12-02,WH-HAM,DRV-5214,1392,2,False,5.0,Vehicle Breakdown,False,True,0.0,78.93,True,2023-08-04 08:18:00
SHP-202332182,TRK484658994350,ORD-9767401,CUST-389752,Max Mensah,Next Day,UPS,Failed,Duisburg,Germany,Vienna,Switzerland,29.63,137x54x9,4099.15,18.94,21.09,2022-07-02,25/03/2024,2024-07-26,WH-HAM,DRV-2218,1498,2,False,,Recipient Not Available,True,True,0.0,69.68,True,2023-07-07 12:43:00
SHP-202332183,TRK627238821774,ORD-3030125,CUST-468490,Max Wolf,Economy,DHL,DELIVERED,Essen,Germany,Hamburg,Germany,37.89,66x77x78,2551.72,69.68,11.32,28 Feb 2025,03/12/2024,2022-12-25,WH-MUC,DRV-2964,1299,1,True,,Recipient Not Available,True,True,0.0,76.71,True,2023-11-15 04:17:00
SHP-202332184,TRK144789426278,ORD-2586092,CUST-779752,Felix Mensah,International,Deutsche Post,In Transit,Stuttgart,DE,Hanover,CH,30.04,144x55x26,2983.26,79.42,0.0,17/08/2022,2022-06-15,09/10/2025,WH-FRA,DRV-9222,970,2,False,4.0,,True,True,0.0,59.55,True,2023-04-04 13:26:00
SHP-202332185,TRK123356918221,ORD-2668820,CUST-727634,Thomas Hoffmann,International,Amazon Logistics,Delivered,Bremen,Deutschland,Hamburg,Netherlands,30.08,33x59x24,4650.67,76.75,0.0,14/05/2022,05/03/2023,04-01-2025,WH-FRA,DRV-9553,696,1,False,3.0,Traffic,False,True,0.0,47.75,False,2023-05-09 15:06:00
SHP-202332186,TRK652822028815,ORD-9125551,CUST-998550,Emma Weber,International,Deutsche Post,Failed,Nuremberg,Germany,Amsterdam,FR,13.85,139x50x77,1699.96,61.24,0.0,2023-09-19,25 Jul 2022,13-05-2022,WH-BER,DRV-3265,1251,1,False,1.0,Customs Delay,True,True,4979.28,79.77,True,2023-04-03 01:51:00
SHP-202332187,TRK538102271210,ORD-9435967,CUST-390027,Sarah Hoffmann,International,DPD,In Transit,Cologne,Germany,Dresden,Germany,16.76,18x19x7,1009.86,8.27,0.0,2025-06-15,2024-07-15,2024-09-25,WH-BER,DRV-5938,1023,3,True,5.0,,True,True,0.0,15.12,True,2023-02-15 14:36:00
SHP-202332188,TRK777521842949,ORD-7446469,CUST-271487,Thomas Becker,Express,DPD,Delivered,Essen,Deutschland,Dusseldorf,DE,28.92,82x59x52,1591.03,5.76,17.21,2025-01-20,2023-11-03,20/01/2025,WH-FRA,DRV-7593,814,3,True,,Weather,False,False,0.0,41.19,True,2023-02-18 16:12:00
SHP-202332189,TRK547550042945,ORD-9236517,CUST-718332,Lukas Richter,International,DPD,Attempted,Dortmund,Germany,Vienna,PL,25.81,60x90x9,3702.08,56.22,N/A,2023-02-24,2022-09-06,2025-08-19,WH-MUC,DRV-3625,1343,2,False,4.0,Incorrect Address,True,True,0.0,61.36,True,2023-09-02 09:11:00
SHP-202332190,TRK234942221241,ORD-8560881,CUST-420275,Leon Weber,Freight,DHL,Pending,Munich,GERMANY,Nuremberg,NL,20.75,91x67x64,1610.51,67.03,0.0,2022-11-22,2022-07-23,2025-12-02,WH-BER,DRV-4179,365,2,False,,Vehicle Breakdown,False,True,0.0,15.57,False,2023-12-01 05:35:00
SHP-202332191,TRK599250831455,ORD-1585009,CUST-120831,Christina Schneider,Freight,Amazon Logistics,In Transit,Dortmund,Deutschland,Essen,Austria,23.66,22x70x27,3151.87,58.15,0.0,2023-05-24,24/09/2025,2025-04-06,WH-MUC,DRV-8152,517,2,False,,Recipient Not Available,True,True,1105.35,93.75,True,2023-10-12 22:20:00
SHP-202332192,TRK573134344052,ORD-6048973,CUST-227790,Leon Fischer,Standard,Deutsche Post,Out for Delivery,Munich,Deutschland,Cologne,CH,9.97,87x78x64,2448.72,48.96,14.07,11/26/2022,2024-01-31,2024-09-25,WH-HAM,DRV-2680,198,2,True,5.0,Traffic,False,True,0.0,44.49,False,2023-04-18 18:56:00
SHP-202332193,TRK626570461581,ORD-8117237,CUST-902632,Petra Boateng,Economy,Deutsche Post,Out for Delivery,Berlin,Germany,Zurich,NL,30.45,148x26x62,1961.91,30.56,11.0,2022-12-25,2022-12-17,2023-12-20,WH-MUC,DRV-9985,1247,1,True,4.0,Vehicle Breakdown,True,False,0.0,81.4,False,2023-08-04 07:28:00
SHP-202332194,TRK723094362473,ORD-6336979,CUST-182050,Daniel Wolf,Express,GLS,Failed,Leipzig,GERMANY,Zurich,GERMANY,37.38,130x52x63,1885.57,85.11,0.0,2024-12-13,2023-03-01,08/01/2024,WH-DRS,DRV-8447,1207,5,True,2.0,Incorrect Address,False,False,0.0,41.35,False,2023-09-28 09:58:00
SHP-202332195,TRK582879350998,ORD-7872287,CUST-810311,Paul Wagner,Express,FedEx,delivered,Bremen,DE,Hamburg,Germany,11.87,44x48x42,1643.62,87.54,0.0,2023-11-22,03/12/2023,2022-09-27,WH-HAM,DRV-3805,134,4,True,5.0,,False,True,2002.22,22.93,True,2023-05-02 13:32:00
SHP-202332196,TRK973188984654,ORD-8648730,CUST-273773,Daniel Schulz,Standard,FedEx,Lost,Hanover,GERMANY,Zurich,PL,16.03,131x71x59,3236.33,10.69,6.39,05/04/2023,2022-02-01,2022-01-26,WH-MUC,DRV-5675,885,2,True,,Traffic,True,False,0.0,26.8,False,2023-04-27 01:38:00
SHP-202332197,TRK658102011200,ORD-7829567,CUST-849563,David Osei,Standard,DB Schenker,DELIVERED,Frankfurt,Germany,Frankfurt,Germany,39.66,59x86x23,4259.3,56.28,4.24,2024-04-19,2023-06-25,2025-02-01,WH-HAM,DRV-3752,482,2,True,2.0,Weather,True,False,0.0,31.74,True,2023-07-20 16:00:00
SHP-202332198,TRK840443765312,ORD-3969175,CUST-244209,Lukas Wagner,Standard,Deutsche Post,DELIVERED,Stuttgart,Germany,Warsaw,PL,6.36,77x46x27,2954.92,16.47,3.0,2022-12-03,2023-10-05,2023-12-05,WH-CGN,DRV-3052,1313,5,True,,Traffic,True,False,4182.36,66.57,False,2023-01-21 10:59:00
SHP-202332199,TRK709525933980,ORD-3886889,CUST-704045,Mia Wolf,Standard,FedEx,Delivered,Hanover,Germany,Vienna,DE,3.42,145x93x36,3134.49,32.21,18.2,2023-06-05,2025-11-24,2022-05-09,WH-DRS,DRV-2914,822,3,True,,,False,False,0.0,65.4,True,2023-07-01 08:36:00
SHP-202332200,TRK616031252951,ORD-9338786,CUST-217707,Daniel Wagner,Freight,Amazon Logistics,Delivered,Dortmund,GERMANY,Dusseldorf,Austria,0.25,137x35x25,26.41,80.64,0.0,2022-03-28,2022-01-08,2023-07-17,WH-DRS,DRV-6600,246,3,True,1.0,Incorrect Address,True,True,0.0,20.68,True,2023-10-24 14:51:00
SHP-202332201,TRK450208675867,ORD-1951114,CUST-245183,Petra Klein,Economy,DB Schenker,delivered,Munich,Germany,Dusseldorf,Austria,35.67,55x45x64,4509.19,29.54,0.0,2025-05-10,2023-05-27,2023-05-18,WH-MUC,DRV-1713,863,1,True,,Weather,False,False,0.0,82.74,False,2023-08-21 20:44:00
SHP-202332202,TRK408817448044,ORD-4387264,CUST-355362,Sophie Boateng,Same Day,GLS,Pending,Bremen,DE,Zurich,Switzerland,6.44,45x93x63,4739.95,16.62,0.0,2023-09-17,12 Oct 2025,2022-05-01,WH-BER,DRV-7948,882,5,False,,Vehicle Breakdown,False,False,0.0,27.04,False,2023-06-27 05:39:00
