event_id,ticket_id,order_id,customer_id,customer_name,customer_email,sport,event_type,event_name,venue_name,venue_city,event_date,event_time,section,row,seat_number,ticket_type,face_value_eur,service_fee_eur,total_price_eur,discount_applied_eur,final_price_eur,payment_method,payment_status,purchase_date,ticket_scanned,attendance_status,merchandise_amount_eur,food_beverage_amount_eur,total_spend_eur,customer_satisfaction_score,nps_score,complaint_filed,notes,created_at,updated_at
EVT-202333949,TKT-901678268,ORD-20600314,CUST-424947,Emma Wagner,fan60624@example.com,Handball,League Game,RB Leipzig 2024,O2 World Hamburg,Hamburg,06/11/2023,18:15:00,Block A,X26,39,student,319.94,9.42,329.36,45.41,283.95,cash,Refunded,2024-02-17,,unknown,276.44,86.46,646.85,3.0,-72.0,True,First time,2023-08-27 14:52:18,2025-04-07 06:02:35
EVT-202333950,TKT-895018763,ORD-66698497,CUST-134606,Petra Mensah,fan45645@example.com,Swimming,Concert,Bundesliga 2024,Veltins-Arena,Cologne,2024-11-12,14:00:00,Floor,F28,18,box,293.96,47.58,341.54,0.0,341.54,paypal,Pending,2022-08-02,False,no_show,261.45,87.12,690.11,,-59.0,False,,2023-09-18 00:07:05,2025-12-28 00:18:50
EVT-202333951,TKT-678065892,ORD-33193105,CUST-509111,Andreas Schneider,fan70482@gmail.com,Basketball,Festival,National Team 2024,Volksparkstadion,Stuttgart,21-03-2023,18:45:00,Ost,F9,19,senior,289.64,12.78,302.42,70.12,232.3,bank_transfer,failed,03/02/2025,False,,50.15,81.87,364.32,2.0,,True,Family,2023-04-12 04:38:19,2025-02-24 01:34:00
EVT-202333952,TKT-792681026,ORD-75259607,CUST-817108,Michael Hoffmann,fan89717@web.de,Tennis,Tournament,Concert Tour 2024,O2 World Hamburg,Dresden,2023-03-28,12:15:00,Block D,N34,5,Family,168.24,46.93,215.17,0.0,215.17,PayPal,PAID,2025-09-26,True,Early Departure,170.87,89.53,475.57,1.0,,True,Family,2023-03-21 04:18:19,2025-08-27 19:49:50
EVT-202333953,TKT-347488292,ORD-46945780,CUST-253883,Sophie Schneider,fan85232@example.com,Athletics,Tournament,DFB Pokal 2024,Olympiastadion Berlin,Berlin,14/12/2024,15:45:00,Block D,W47,15,VIP,123.17,45.44,168.61,7.82,160.79,credit_card,Paid,08 Jul 2024,,,228.3,81.05,470.14,2.0,,True,VIP experience,2023-05-25 17:21:37,2025-02-10 18:35:52
EVT-202333954,TKT-231478450,ORD-33800871,CUST-727721,Petra Wagner,fan53203@web.de,Cycling,Friendly,Champions League 2024,Volksparkstadion,Berlin,2024-10-01,10:15:00,Block D,L40,24,Group,495.55,19.77,515.32,0.0,515.32,invoice,Refunded,2022-08-22,,Early Departure,230.17,67.98,813.47,,92.0,True,Regular attendee,2023-02-25 02:53:09,2025-06-14 20:46:07
EVT-202333955,TKT-235641085,ORD-28405649,CUST-803832,Petra Sowah,fan57139@web.de,Tennis,Show,DFB Pokal 2024,Signal Iduna Park,Munich,2025-10-29,12:30:00,Floor,D8,31,Premium,124.46,37.63,162.09,74.95,87.14,bank_transfer,Pending,2022-06-22,False,late_arrival,80.61,78.61,246.36,,43.0,True,First time,2023-09-17 05:34:08,2025-03-13 10:43:20
EVT-202333956,TKT-992980918,ORD-23044069,CUST-313408,Mia Sowah,fan93138@gmail.com,Volleyball,Festival,National Team 2024,Red Bull Arena,Cologne,2024-01-30,19:45:00,Circle,R46,25,Season Ticket,181.72,25.26,206.98,0.0,206.98,debit_card,Refunded,2024-11-26,False,,2.71,12.44,222.13,,-72.0,False,First time,2023-05-28 13:31:48,2025-11-04 01:49:53
EVT-202333957,TKT-946817381,ORD-27272302,CUST-567988,Sabine Muller,fan40002@outlook.com,Skiing,League Game,FC Bayern 2024,Mercedes-Benz Arena,Dresden,2023/06/30,10:45:00,Block B,V21,49,Box,56.04,7.62,63.66,0.0,63.66,Debit Card,Failed,2024-06-12,False,,75.48,56.19,195.33,3.0,-68.0,False,Corporate,2023-05-17 02:45:17,2025-09-07 14:09:39
EVT-202333958,TKT-389336686,ORD-25043099,CUST-630145,Max Meyer,fan49115@gmail.com,Handball,Championship,FC Bayern 2024,Volksparkstadion,Dortmund,2024-11-13,17:00:00,Orchestra,R45,47,family,294.67,27.14,321.81,0.0,321.81,bank_transfer,Paid,2022-05-16,False,Attended,145.25,30.47,497.53,NULL,,False,VIP experience,2023-05-26 22:40:33,2025-06-17 00:18:47
EVT-202333959,TKT-908161001,ORD-21853072,CUST-715156,Lukas Schmidt,fan94230@yahoo.com,Swimming,League Game,DFB Pokal 2024,Commerzbank-Arena,Dresden,2022-05-15,15:15:00,Sud,S9,7,Senior,380.21,26.26,406.47,0.0,406.47,Debit Card,Cancelled,2023-04-26,,Early Departure,30.62,14.53,451.62,,,True,,2023-01-08 18:12:30,2025-02-18 00:32:19
EVT-202333960,TKT-390149566,ORD-53762094,CUST-445241,Christina Becker,fan71892@gmail.com,Ice Hockey,Friendly,Bundesliga 2024,Signal Iduna Park,Stuttgart,2025-05-03,20:00:00,Block A,D9,37,box,356.75,31.4,388.15,0.0,388.15,Credit Card,failed,22-05-2024,True,early_departure,45.86,3.48,437.49,1.0,,False,VIP experience,2023-07-25 23:58:53,2025-06-08 17:22:16
EVT-202333961,TKT-197136989,ORD-50410619,CUST-818967,Max Weber,fan44395@yahoo.com,Football,Concert,Concert Tour 2024,Olympiastadion Berlin,Stuttgart,2022-06-18,16:00:00,Balcony,J47,30,VIP,134.69,13.96,148.65,45.91,102.74,Credit Card,failed,2022-03-06,,,22.75,33.2,158.69,2.0,,True,,2023-08-15 07:52:39,2025-01-23 13:58:01
EVT-202333962,TKT-273615782,ORD-97425792,CUST-408975,Felix Muller,fan80738@gmx.de,Football,Festival,Comedy Show 2024,SAP Arena,Dusseldorf,2024-03-16,11:15:00,Circle,A13,35,Group,37.97,43.12,81.09,-,81.09,cash,PAID,11/01/2025,,Attended,176.07,69.98,327.14,1.0,55.0,False,,2023-08-05 11:48:16,2025-01-25 07:34:22
EVT-202333963,TKT-722542127,ORD-46447775,CUST-154760,Felix Schneider,fan62499@example.com,Tennis,Concert,Concert Tour 2024,Allianz Arena,Dortmund,2023-10-02,22:15:00,West,Y11,41,Premium,461.38,10.75,472.13,0.0,472.13,PayPal,refunded,02/07/2024,False,early_departure,232.88,33.36,738.37,,,False,Corporate,2023-08-26 12:50:51,2025-08-01 14:11:28
EVT-202333964,TKT-161774738,ORD-51612629,CUST-980702,Thomas Osei,fan55996@outlook.com,Cycling,League Game,FC Bayern 2024,SAP Arena,Frankfurt,2022-12-17,18:45:00,Block B,W12,4,Senior,383.03,10.66,393.69,0.0,393.69,PayPal,cancelled,2023-01-20,,late_arrival,152.98,1.7,548.37,,,False,First time,2023-10-13 10:05:47,2025-03-26 21:37:39
EVT-202333965,TKT-577096795,ORD-96839238,CUST-383262,Leon Fischer,fan46111@yahoo.com,Basketball,Final,Comedy Show 2024,Veltins-Arena,Munich,2025-06-17,20:15:00,West,A45,33,Premium,51.41,48.91,100.32,0.0,100.32,Invoice,Refunded,2023-07-22,True,attended,200.93,57.37,358.62,,,True,Family,2023-03-20 11:24:54,2025-04-26 10:10:45
EVT-202333966,TKT-937599952,ORD-79024435,CUST-609497,Petra Schulz,fan92442@gmail.com,Tennis,Tournament,RB Leipzig 2024,Commerzbank-Arena,Berlin,2022-10-09,14:45:00,Orchestra,N20,43,Box,78.73,21.87,100.6,0.0,100.6,credit_card,Failed,2024-07-24,True,no_show,140.34,79.34,320.28,3.0,-69.0,False,Group booking,2023-06-19 11:35:11,2025-01-03 01:56:28
EVT-202333967,TKT-457920844,ORD-57046464,CUST-790307,Felix Sowah,fan45048@example.com,Football,Match,FC Bayern 2024,Lanxess Arena,Stuttgart,2023-01-14,12:30:00,Block D,H10,6,season_ticket,60.05,33.68,93.73,0.0,93.73,Invoice,Failed,2023-12-13,False,Early Departure,38.93,89.01,221.67,4.0,,True,VIP experience,2023-07-27 21:58:18,2025-08-21 23:22:11
EVT-202333968,TKT-906763267,ORD-12064402,CUST-615160,Max Schneider,fan62367@yahoo.com,Football,Festival,RB Leipzig 2024,Veltins-Arena,Frankfurt,2022-03-22,17:00:00,Nord,U28,42,VIP,387.38,42.38,429.76,0.0,429.76,paypal,failed,31 Jul 2023,True,,157.48,74.89,662.13,,29.0,True,First time,2023-01-10 08:50:01,2025-12-20 18:08:34
EVT-202333969,TKT-742574616,ORD-29557927,CUST-604637,Lukas Osei,fan90973@yahoo.com,Athletics,Championship,Music Festival 2024,Red Bull Arena,Dusseldorf,2023-06-11,12:30:00,Block C,F49,6,Student,455.14,11.96,467.1,0.0,467.1,Invoice,refunded,2022-09-30,,early_departure,6.13,85.21,558.44,,,False,Corporate,2023-05-13 01:07:55,2025-11-18 08:20:12
EVT-202333970,TKT-521789199,ORD-50085929,CUST-714938,Max Schulz,fan27247@outlook.com,Swimming,Friendly,DFB Pokal 2024,Commerzbank-Arena,Stuttgart,2024/05/03,16:45:00,Block A,Y25,42,Family,111.79,31.92,143.71,0.0,143.71,paypal,Paid,2024-09-29,True,Late Arrival,179.91,33.27,356.89,,-41.0,False,Corporate,2023-10-22 08:15:15,2025-08-10 15:18:16
EVT-202333971,TKT-436142310,ORD-64712081,CUST-360054,Emma Sowah,fan27905@yahoo.com,Football,Concert,RB Leipzig 2024,Mercedes-Benz Arena,Dortmund,2023-04-23,20:00:00,Block C,D31,26,Season Ticket,83.96,36.97,120.93,0.0,120.93,invoice,Cancelled,05/07/2022,,Late Arrival,153.42,55.99,330.34,1.0,6.0,True,Season ticket holder,2023-12-17 01:51:36,2025-12-26 15:20:35
EVT-202333972,TKT-756838508,ORD-19822716,CUST-278683,Thomas Schneider,fan56423@example.com,Skiing,League Game,Music Festival 2024,Veltins-Arena,Dresden,2022-08-01,10:00:00,Gegengerade,B11,24,Senior,297.81,33.97,331.78,22.09,309.69,debit_card,Cancelled,2025-05-17,,late_arrival,87.7,5.91,403.3,3.0,,False,First time,2023-10-18 05:29:07,2025-04-24 13:51:55
EVT-202333973,TKT-745472901,ORD-12455731,CUST-902764,Hanna Hoffmann,fan54205@yahoo.com,Handball,Festival,Theater 2024,Lanxess Arena,Hamburg,2025-03-03,21:00:00,Nord,T11,46,senior,465.45,48.27,513.72,94.09,419.63,bank_transfer,Pending,2022-03-02,False,attended,216.43,52.43,688.49,3.0,44.0,False,VIP experience,2023-08-28 17:34:17,2025-08-08 06:13:33
EVT-202333974,TKT-760123671,ORD-19468806,CUST-158830,Hanna Sowah,fan39018@gmail.com,Volleyball,Show,National Team 2024,Olympiastadion Berlin,Berlin,2025-08-17,18:15:00,Nord,J23,40,senior,199.58,20.63,220.21,0.0,220.21,PayPal,Pending,04/09/2024,False,Unknown,24.31,71.77,316.29,5.0,,True,,2023-12-07 00:33:23,2025-01-08 17:58:35
EVT-202333975,TKT-243771134,ORD-62193650,CUST-629640,Anna Hoffmann,fan58214@gmail.com,Volleyball,Show,BVB 2024,O2 World Hamburg,Berlin,2025-10-04,21:00:00,Gegengerade,T33,50,premium,19.22,21.42,40.64,0.0,40.64,cash,PAID,2025-07-19,,no_show,129.31,66.63,236.58,5.0,36.0,True,Group booking,2023-01-22 20:51:40,2025-01-22 12:31:38
EVT-202333976,TKT-160603959,ORD-81679044,CUST-964032,Anna Schneider,fan17685@example.com,Football,Tournament,Bundesliga 2024,Mercedes-Benz Arena Stuttgart,Munich,12/30/2023,15:30:00,Circle,V21,41,Season Ticket,256.48,2.17,258.65,44.74,213.91,debit_card,Pending,2024-07-14,False,Unknown,146.55,11.31,371.77,4.0,50.0,False,-,2023-06-25 11:45:11,2025-08-24 16:18:06
EVT-202333977,TKT-226598884,ORD-22564154,CUST-238261,Felix Mensah,fan45458@web.de,Basketball,Tournament,Concert Tour 2024,Veltins-Arena,Frankfurt,2022-01-25,15:45:00,Block A,M11,46,box,307.54,14.58,322.12,46.42,275.7,invoice,failed,10 Jun 2025,,attended,269.88,2.93,548.51,4.0,,False,Family,2023-06-17 00:37:06,2025-10-24 01:22:09
EVT-202333978,TKT-253161692,ORD-10474084,CUST-669419,Hanna Schulz,fan49256@yahoo.com,Ice Hockey,Match,FC Bayern 2024,Commerzbank-Arena,Dortmund,2024-07-27,22:30:00,Gegengerade,H33,26,Premium,202.24,26.48,228.72,55.71,173.01,credit_card,Failed,2025-03-17,,No-Show,296.3,1.7,471.01,,96.0,False,,2023-11-01 04:35:31,2025-11-07 17:55:15
EVT-202333979,TKT-360625982,ORD-76405189,CUST-824583,Max Mensah,fan19397@web.de,Skiing,Festival,BVB 2024,SAP Arena,Dortmund,2023-05-30,10:00:00,Block B,W49,12,group,261.75,16.64,278.39,0.0,278.39,Bank Transfer,refunded,2024-06-13,True,No-Show,76.44,83.68,438.51,5.0,4.0,True,VIP experience,2023-10-02 17:02:52,2025-11-03 07:43:51
EVT-202333980,TKT-633019373,ORD-23729044,CUST-419404,Christina Meyer,fan73860@gmail.com,Handball,Championship,Champions League 2024,Olympiastadion Berlin,Dusseldorf,2025-01-12,16:30:00,West,T26,4,senior,432.86,17.72,450.58,0.0,450.58,debit_card,pending,2025-11-23,False,Attended,69.43,40.91,560.92,3.0,88.0,False,Corporate,2023-03-22 22:43:39,2025-09-16 04:20:11
EVT-202333981,TKT-531094992,ORD-43125123,CUST-209347,Thomas Wagner,fan25268@gmail.com,Basketball,Show,RB Leipzig 2024,Mercedes-Benz Arena Stuttgart,Berlin,2023-03-04,10:15:00,Orchestra,J30,14,Season Ticket,171.58,21.96,193.54,-,193.54,debit_card,Paid,26-10-2023,False,,3.28,83.15,279.97,4.0,96.0,False,,2023-02-12 06:37:31,2025-12-17 12:01:18
EVT-202333982,TKT-312695284,ORD-74696432,CUST-645188,Hanna Meyer,fan21766@web.de,Skiing,League Game,DFB Pokal 2024,Olympiastadion Berlin,Hamburg,2024-01-12,15:15:00,Block A,Y19,14,Family,478.02,38.18,516.2,0.0,516.2,Invoice,cancelled,2025-04-29,,,77.55,1.97,595.72,1.0,,True,Family,2023-02-09 11:43:25,2025-05-03 11:10:15
EVT-202333983,TKT-180803326,ORD-75042353,CUST-763631,Anna Hoffmann,fan65231@web.de,Ice Hockey,Tournament,Theater 2024,Olympiastadion Berlin,Dresden,21/06/2025,12:15:00,Circle,A13,9,vip,167.9,3.81,171.71,0.0,171.71,Bank Transfer,failed,2025/10/11,False,No-Show,83.02,50.22,304.95,3.0,,True,First time,2023-07-22 01:29:41,2025-04-19 20:38:27
EVT-202333984,TKT-616600942,ORD-87922128,CUST-685338,Mia Meyer,fan34354@outlook.com,Tennis,Championship,Music Festival 2024,Red Bull Arena,Hamburg,2022-10-18,19:30:00,Block D,Z3,43,season_ticket,381.59,3.81,385.4,5.92,379.48,Invoice,failed,2022-10-01,False,Late Arrival,270.38,1.12,650.98,,,False,Family,2023-11-05 01:39:37,2025-02-05 09:55:57
EVT-202333985,TKT-593691175,ORD-75729762,CUST-699430,Felix Mensah,fan40238@gmail.com,Football,Match,Champions League 2024,BayArena,Dresden,2022/07/10,12:15:00,Balcony,M28,3,Family,369.68,12.45,382.13,30.31,351.82,invoice,Failed,2024-07-13,False,unknown,91.66,1.57,445.05,5.0,80.0,True,Season ticket holder,2023-09-02 14:50:40,2025-07-17 14:49:00
EVT-202333986,TKT-431775492,ORD-41068035,CUST-390713,Felix Fischer,fan10937@gmx.de,Swimming,Festival,Champions League 2024,Red Bull Arena,Frankfurt,2025-10-14,17:45:00,Balcony,Y10,19,premium,229.87,2.2,232.07,30.2,201.87,Cash,pending,2024/10/11,True,unknown,19.63,79.84,301.34,4.0,Unknown,False,Season ticket holder,2023-11-13 15:07:31,2025-02-08 01:30:44
EVT-202333987,TKT-731358204,ORD-11984344,CUST-533408,Petra Schneider,fan91002@yahoo.com,Tennis,Concert,National Team 2024,SAP Arena,Berlin,2023-08-31,12:30:00,Gegengerade,F41,25,group,47.9,41.01,88.91,61.16,27.75,cash,PAID,11/01/2022,,no_show,255.72,93.85,377.32,4.0,5.0,False,VIP experience,2023-08-04 08:00:29,2025-12-14 00:44:19
EVT-202333988,TKT-499104745,ORD-93192710,CUST-707457,Emma Schmidt,fan14503@web.de,Volleyball,League Game,FC Bayern 2024,O2 World Hamburg,Hamburg,2025-02-08,17:30:00,Circle,C13,31,Student,355.78,31.83,387.61,55.13,332.48,Debit Card,paid,10/05/2024,,attended,239.71,61.84,634.03,,84.0,False,First time,2023-06-26 15:38:42,2025-10-04 02:00:40
EVT-202333989,TKT-398344738,ORD-95115997,CUST-439553,Emma Schmidt,fan89577@web.de,Skiing,Concert,Champions League 2024,Commerzbank-Arena,Dresden,2023-09-11,19:00:00,Haupttribune,Z32,11,Senior,473.89,38.01,511.9,32.39,479.51,Cash,PAID,2024-03-07,,,144.72,85.89,710.12,1.0,,True,Family,2023-11-11 19:09:51,2025-01-09 05:48:51
EVT-202333990,TKT-271855720,ORD-94655593,CUST-673906,Christina Schmidt,fan81162@example.com,Athletics,Championship,Music Festival 2024,Lanxess Arena,Dresden,02/09/2023,13:00:00,West,X17,7,Group,236.57,41.83,278.4,0.0,278.4,Invoice,cancelled,2025-11-06,False,Unknown,164.64,36.26,479.3,4.0,-30.0,True,Regular attendee,2023-12-12 05:52:47,2025-09-23 04:01:49
EVT-202333991,TKT-170401522,ORD-54943636,CUST-798247,Petra Wagner,fan75017@gmx.de,Swimming,Match,Concert Tour 2024,Allianz Arena,Munich,19/07/2023,15:15:00,Block B,K1,28,Season Ticket,171.4,45.71,217.11,0.0,217.11,cash,Failed,23 Nov 2025,,,161.61,74.25,452.97,5.0,,True,,2023-07-01 05:29:02,2025-07-23 18:11:30
EVT-202333992,TKT-115985298,ORD-22795568,CUST-381085,Mia Wagner,fan36947@outlook.com,Swimming,League Game,DFB Pokal 2024,Commerzbank-Arena,Hamburg,2024-02-15,14:30:00,Sud,D20,10,Student,362.32,23.46,385.78,0.0,385.78,Debit Card,Pending,04/13/2024,,No-Show,260.88,55.32,701.98,NULL,-70.0,False,Group booking,2023-07-02 12:57:04,2025-09-12 22:09:37
EVT-202333993,TKT-512242536,ORD-50738837,CUST-617356,Hanna Schneider,fan19711@web.de,Handball,Tournament,Concert Tour 2024,Signal Iduna Park,Hamburg,2023-12-01,11:15:00,Block D,K14,37,Season Ticket,123.57,3.38,126.95,0.0,126.95,Credit Card,paid,2024-05-04,True,unknown,36.49,55.36,218.8,,,False,First time,2023-09-07 20:47:20,2025-08-17 09:54:41
EVT-202333994,TKT-295691963,ORD-95132503,CUST-228742,Mia Osei,fan67372@yahoo.com,Volleyball,Playoff,FC Bayern 2024,Olympiastadion Berlin,Dresden,2022-10-13,21:45:00,Gegengerade,U2,15,Premium,116.08,33.09,149.17,0.0,149.17,bank_transfer,Failed,2025-02-06,,Early Departure,102.43,97.41,349.01,NULL,,False,-,2023-08-10 08:04:03,2025-11-02 15:13:17
EVT-202333995,TKT-739195886,ORD-62849317,CUST-315214,Mia Hoffmann,fan58891@gmail.com,Ice Hockey,Playoff,Bundesliga 2024,Allianz Arena,Berlin,2022-04-17,17:00:00,Haupttribune,J27,13,Premium,337.97,39.67,377.64,0.0,377.64,Debit Card,paid,2022-03-26,False,Early Departure,171.73,36.77,586.14,,,True,First time,2023-01-03 21:21:11,2025-08-11 15:07:33
EVT-202333996,TKT-932014577,ORD-11397034,CUST-938961,Felix Sowah,fan44425@gmx.de,Football,Concert,Bundesliga 2024,Commerzbank-Arena,Cologne,2025-11-03,20:00:00,Ost,C16,50,vip,297.43,18.0,315.43,0.0,315.43,debit_card,Cancelled,2024-01-27,False,attended,260.09,1.74,577.26,,,True,VIP experience,2023-01-04 01:54:48,2025-04-24 21:30:49
EVT-202333997,TKT-387979376,ORD-69975994,CUST-523265,Felix Hoffmann,fan61122@gmail.com,Cycling,Festival,Bundesliga 2024,O2 World Hamburg,Leipzig,06/11/2024,13:15:00,Ost,R23,19,Premium,269.03,26.65,295.68,0.0,295.68,Credit Card,failed,2024-01-30,False,Early Departure,154.86,6.23,456.77,,27.0,True,Corporate,2023-07-07 14:09:08,2025-07-03 12:59:28
EVT-202333998,TKT-788179646,ORD-35541503,CUST-785800,Sabine Sowah,fan22643@yahoo.com,Swimming,League Game,Champions League 2024,Allianz Arena,Berlin,30-05-2023,11:00:00,Sud,L22,41,Group,82.56,18.26,100.82,-,100.82,Invoice,PAID,2025-09-26,True,unknown,184.45,54.59,339.86,4.0,95.0,False,Corporate,2023-05-01 04:26:26,2025-11-12 06:01:49
EVT-202333999,TKT-199757861,ORD-76225181,CUST-642322,Hanna Schmidt,fan12446@yahoo.com,Handball,Championship,Bundesliga 2024,Olympiastadion Berlin,Dusseldorf,2025-01-11,20:30:00,Ost,Y2,24,Family,438.01,47.75,485.76,93.54,392.22,invoice,Pending,2025-06-17,True,attended,69.4,46.13,507.75,2.0,87.0,True,,2023-11-23 18:52:29,2025-09-14 05:55:57
EVT-202334000,TKT-708121424,ORD-33077059,CUST-541797,Paul Meyer,fan98837@gmx.de,Handball,Playoff,Concert Tour 2024,Mercedes-Benz Arena,Stuttgart,2024/11/13,12:15:00,West,X46,12,standard,418.65,19.78,438.43,0.0,438.43,credit_card,Cancelled,2024-07-06,,late_arrival,172.53,29.74,640.7,5.0,94.0,True,First time,2023-05-18 06:27:00,2025-12-03 01:53:32
EVT-202334001,TKT-318130086,ORD-17652879,CUST-369892,Christina Schneider,fan33457@example.com,Swimming,Match,BVB 2024,Allianz Arena,Frankfurt,2024-05-02,20:15:00,Block D,P43,13,Standard,233.12,41.01,274.13,0.0,274.13,invoice,pending,2022-11-20,True,late_arrival,50.18,26.45,350.76,4.0,,False,First time,2023-10-02 00:53:41,2025-05-15 17:41:55
EVT-202334002,TKT-581183137,ORD-51292907,CUST-953998,Sophie Wagner,fan73621@gmail.com,Football,Championship,RB Leipzig 2024,Allianz Arena,Leipzig,2022-11-30,14:15:00,Orchestra,P17,9,Standard,422.76,13.04,435.8,28.79,407.01,paypal,Failed,2023-05-13,False,early_departure,2.15,98.75,507.91,3.0,Unknown,False,Regular attendee,2023-11-20 12:37:11,2025-05-20 03:23:42
EVT-202334003,TKT-467109996,ORD-15331736,CUST-768852,Mia Weber,fan39212@web.de,Athletics,League Game,Concert Tour 2024,SAP Arena,Dresden,2025-05-08,10:30:00,Circle,L47,33,Box,273.6,41.12,314.72,0.0,314.72,Credit Card,Paid,01-10-2024,,attended,26.18,80.06,420.96,5.0,,True,VIP experience,2023-07-06 04:12:33,2025-09-28 10:09:23
EVT-202334004,TKT-768011422,ORD-42659418,CUST-299703,Leon Weber,fan46669@outlook.com,Basketball,Final,DFB Pokal 2024,Red Bull Arena,Stuttgart,2022-09-11,21:30:00,Circle,R48,32,student,359.2,44.66,403.86,0.0,403.86,Credit Card,Failed,2024-03-05,True,Early Departure,238.77,42.85,685.48,5.0,-44.0,False,,2023-02-08 16:16:06,2025-03-27 06:26:22
EVT-202334005,TKT-955589545,ORD-95204633,CUST-532229,Max Wagner,fan13116@gmail.com,Handball,League Game,Theater 2024,Mercedes-Benz Arena Stuttgart,Dresden,2024-04-20,13:30:00,West,S4,31,standard,320.37,20.42,340.79,0.0,340.79,PayPal,refunded,2023-05-14,,,296.93,41.42,679.14,,-47.0,False,Regular attendee,2023-12-18 08:14:08,2025-05-23 22:41:18
EVT-202334006,TKT-205000044,ORD-33893457,CUST-687525,Christina Schulz,fan99264@yahoo.com,Ice Hockey,Festival,Concert Tour 2024,Allianz Arena,Dortmund,2022-08-10,11:15:00,Block C,R43,38,Family,159.16,11.01,170.17,0.0,170.17,paypal,paid,2024-03-30,False,unknown,96.65,17.82,284.64,NULL,,False,VIP experience,2023-12-17 05:26:17,2025-06-16 02:54:38
EVT-202334007,TKT-729166384,ORD-50044553,CUST-219307,Felix Meyer,fan82211@gmx.de,Ice Hockey,Friendly,Comedy Show 2024,Signal Iduna Park,Leipzig,04/09/2023,12:15:00,Block B,C11,25,VIP,217.42,5.7,223.12,30.48,192.64,Bank Transfer,Refunded,2024-05-19,True,Unknown,90.56,3.34,286.54,3.0,61.0,False,Group booking,2023-01-23 11:38:42,2025-08-08 17:05:06
EVT-202334008,TKT-242205389,ORD-11213219,CUST-254393,Lukas Becker,fan30519@example.com,Tennis,Championship,DFB Pokal 2024,Commerzbank-Arena,Cologne,21 Apr 2025,11:00:00,Block D,H31,28,box,220.16,13.64,233.8,0.0,233.8,Invoice,Cancelled,2023-08-10,True,no_show,137.14,19.34,390.28,5.0,,True,Corporate,2023-11-13 04:25:34,2025-01-03 09:46:51
EVT-202334009,TKT-294144833,ORD-48088592,CUST-640776,Paul Schulz,fan70212@gmx.de,Cycling,Concert,RB Leipzig 2024,Commerzbank-Arena,Cologne,30-12-2022,13:00:00,Ost,X28,36,Standard,5396.120276632248,3.03,74.02,50.24,23.78,debit_card,Failed,2025-10-25,,attended,228.28,48.24,300.3,,93.0,True,VIP experience,2023-03-09 18:12:40,2025-06-04 12:18:51
EVT-202334010,TKT-524689817,ORD-50721152,CUST-170491,Mia Schneider,fan96296@gmail.com,Football,League Game,Concert Tour 2024,Olympiastadion Berlin,Berlin,2024-11-26,11:00:00,Orchestra,H44,37,vip,60.09,45.03,105.12,0.0,105.12,cash,Refunded,2023-11-02,,attended,243.39,25.36,373.87,3.0,30.0,True,VIP experience,2023-05-03 23:21:56,2025-12-09 07:20:19
EVT-202334011,TKT-579252372,ORD-12751535,CUST-876340,Christina Schneider,fan23915@gmx.de,Swimming,Friendly,Bundesliga 2024,Signal Iduna Park,Cologne,2022-05-11,13:00:00,West,B6,41,student,154.75,17.87,172.62,0.0,172.62,PayPal,Pending,2023-04-27,,No-Show,251.9,90.49,515.01,2.0,95.0,False,Corporate,2023-07-12 02:54:52,2025-01-18 16:26:03
EVT-202334012,TKT-181618898,ORD-23769823,CUST-185295,Andreas Fischer,fan18501@yahoo.com,Football,Show,National Team 2024,Lanxess Arena,Munich,2025-01-24,19:00:00,Circle,D45,46,student,218.42,28.84,247.26,0.0,247.26,paypal,cancelled,2025-11-25,False,early_departure,75.15,22.29,344.7,2.0,,True,Family,2023-07-09 17:45:33,2025-08-08 10:05:29
EVT-202334013,TKT-854830445,ORD-31233821,CUST-606673,Paul Weber,fan86135@yahoo.com,Skiing,Concert,Concert Tour 2024,Signal Iduna Park,Cologne,2024-01-12,18:15:00,Circle,Z12,19,season_ticket,272.73,46.6,319.33,0.0,319.33,Cash,cancelled,23-06-2024,False,Unknown,115.91,32.4,467.64,3.0,23.0,True,,2023-11-06 14:29:30,2025-05-25 04:18:36
EVT-202334014,TKT-345972789,ORD-20109292,CUST-327611,Paul Osei,fan96360@outlook.com,Ice Hockey,Festival,Theater 2024,Red Bull Arena,Frankfurt,2024/04/16,11:00:00,Ost,U11,26,box,482.72,17.9,500.62,92.36,408.26,credit_card,pending,2024-06-12,False,attended,295.55,66.24,770.05,2.0,-93.0,True,Regular attendee,2023-09-05 20:10:08,2025-09-23 19:04:46
EVT-202334015,TKT-207239493,ORD-69721691,CUST-803535,Lukas Weber,fan38686@gmail.com,Volleyball,Tournament,FC Bayern 2024,Red Bull Arena,Berlin,2023-04-28,12:30:00,West,L25,15,Family,314.45,26.72,341.17,-,341.17,Cash,paid,2022-10-26,,late_arrival,46.84,6.54,394.55,,-53.0,True,Corporate,2023-02-20 14:08:00,2025-09-05 15:45:37
EVT-202334016,TKT-617132938,ORD-84592486,CUST-179798,Hanna Schulz,fan14786@example.com,Volleyball,Championship,FC Bayern 2024,Signal Iduna Park,Hamburg,2024/12/15,10:00:00,Balcony,U2,22,season_ticket,411.85,27.06,438.91,1.1,437.81,paypal,failed,2025-05-27,False,unknown,8.39,39.52,485.72,1.0,-72.0,True,Regular attendee,2023-03-01 02:08:01,2025-03-16 21:37:56
