student_id,enrollment_id,student_name,date_of_birth,age,gender,grade_level,major,enrollment_date,graduation_date,enrollment_status,gpa,credits_completed,credits_required,attendance_rate_pct,course_id,course_name,instructor_name,course_grade,course_credits,semester,academic_year,tuition_eur,financial_aid_eur,scholarship_eur,loan_amount_eur,payment_status,extracurricular_activities,discipline_incidents,counseling_sessions,career_services_used,internship_completed,job_placement,starting_salary_eur,alumni_donor,created_at
STU-202327013,ENR-113511,Thomas Becker,1997-11-05,16,F,Sophomore,Psychology,04/28/2021,2023-04-07,withdrawn,1.9,185,130,98.1,CRS-9888,Intermediate Literature,Prof. Emma Schulz,b_plus,5,FALL,2021-2022,9646.57,10623.38,549.97,570.59,deferred,N/A,0,15,True,True,military,,True,2023-08-21 07:59:00
STU-202327014,ENR-653484,Felix Becker,1995-11-10,25,prefer_not_to_say,Sophomore,History,2022-05-07,2022-05-04,Suspended,3.13,76,169,69.68,CRS-8763,Introduction to Literature,Prof. Petra Richter,c,6,Fall,2023-2024,2651.57,13052.48,0.0,9581.14,Deferred,Debate,2,10,True,False,further_education,55572.84,True,2023-06-14 01:26:00
STU-202327015,ENR-386864,Max Wagner,1999-05-03,20,non_binary,senior,Undeclared,2020-10-17,2024-01-07,active,2.38,39,163,60.14,CRS-8047,Advanced Physics,Prof. Michael Weber,b_minus,1,summer,2024-2025,1306.51,0.0,0.0,0.0,PAID,volunteering,0,15,True,True,employed,,True,2023-08-07 13:57:00
STU-202327016,ENR-694735,Sarah Wagner,2005-02-14,14,prefer_not_to_say,11,Nursing,2024-07-23,07/03/2023,Suspended,1.18,180,135,53.56,CRS-2061,Advanced Psychology,Prof. Michael Schneider,C-,1,Spring,2024-2025,2531.06,0.0,1718.63,25220.2,Deferred,research,5,3,False,True,NULL,57476.65,False,2023-01-22 16:06:00
STU-202327017,ENR-311901,Felix Schneider,2000-07-06,29,non_binary,junior,undeclared,2021-07-17,2024-08-05,Withdrawn,1.79,16,157,94.22,CRS-5992,Principles of Psychology,Prof. Andreas Wolf,Withdrawn,2,SPRING,2020-2021,12914.85,6425.58,1981.45,47868.73,Overdue,None,2,16,False,False,unknown,,True,2023-01-19 08:43:00
STU-202327018,ENR-339166,Emma Wagner,1999-11-18,21,,Graduate,Art,2022-12-17,2024-07-24,graduated,3.18,178,145,54.55,CRS-9851,Introduction to Biology,Prof. Sarah Muller,N/A,5,Spring,2021-2022,4398.7,12025.74,8275.61,6472.46,pending,Research,5,3,False,True,Military,,False,2023-04-05 01:05:00
STU-202327019,ENR-648079,Andreas Osei,1995-11-22,22,MALE,12,History,2021-06-10,2024-09-08,On Leave,1.48,137,164,53.61,CRS-2412,Fundamentals of Engineering,Prof. Daniel Becker,c_plus,2,fall,2022-2023,7680.12,6629.01,1519.96,13800.22,Overdue,student_government,4,20,False,False,Unknown,,False,2023-05-27 11:25:00
STU-202327020,ENR-151074,Anna Becker,19-07-1997,21,F,junior,Chemistry,07/10/2022,2025-12-19,active,2.28,5,164,92.54,CRS-7267,Principles of Programming,Prof. Thomas Wagner,A-,1,summer,2020-2021,5152.97,0.0,4600.57,13923.53,overdue,none,5,15,True,True,further_education,,True,2023-07-20 23:58:00
STU-202327021,ENR-438230,Lukas Hoffmann,1996-08-06,14,male,,Psychology,2024-12-04,2022-07-10,transferred,2.92,88,131,69.7,CRS-4192,Applied Physics,Prof. Max Wagner,B-,4,Spring,2021-2022,4767.05,6670.77,6042.52,27304.45,Partial,Student Government,2,11,True,False,employed,93953.25,True,2023-03-09 04:16:00
STU-202327022,ENR-201449,Daniel Osei,2000-02-19,25,FEMALE,sophomore,History,2024-11-13,2024-10-26,On Leave,,119,149,54.06,CRS-8990,Principles of Economics,Prof. Leon Schmidt,c_plus,1,summer,2020-2021,11814.31,0.0,7575.09,0.0,Paid,None,3,10,False,False,NULL,,True,2023-12-18 18:31:00
STU-202327023,ENR-644936,Felix Schmidt,2003-12-09,14,F,sophomore,English,2023-02-08,2023-01-29,Suspended,3.84,144,173,66.93,CRS-4456,Advanced Programming,Prof. Sarah Muller,C+,3,summer,2025-2026,12038.48,5433.2,0.0,0.0,Deferred,Debate,5,13,False,False,Employed,,True,2023-12-04 15:49:00
STU-202327024,ENR-404435,Anna Wolf,2006-12-10,29,male,12,Art,07/26/2020,2024-07-27,Active,3.79,68,128,59.67,CRS-1122,Applied Art,Prof. Petra Meyer,b_minus,2,SUMMER,2022-2023,1005.99,0.0,5899.47,10405.73,Paid,debate,0,10,True,False,Military,44998.19,False,2023-07-09 03:53:00
STU-202327025,ENR-938281,Lukas Osei,1998-11-14,14,M,graduate,Undeclared,2020-03-04,28/01/2024,withdrawn,2.94,165,156,62.44,CRS-5921,Intermediate Music,Prof. Anna Wagner,Incomplete,4,SPRING,2022-2023,14006.48,9852.34,3671.2,0.0,Pending,Debate,2,12,False,True,NULL,,False,2023-02-15 04:38:00
STU-202327026,ENR-986031,Hanna Wolf,2000-12-19,24,prefer_not_to_say,senior,Psychology,2020-04-30,2024-03-04,On Leave,2.73,81,132,57.72,CRS-8470,Advanced Programming,Prof. Daniel Wolf,b_minus,1,SPRING,2022-2023,3906.49,0.0,1556.52,0.0,Partial,Sports,3,11,False,False,further_education,50870.56,False,2023-12-11 14:24:00
STU-202327027,ENR-220859,Lukas Klein,1997-09-30,17,Female,graduate,Art,2022-04-01,29/10/2023,transferred,2.29,128,155,52.64,CRS-6725,Intermediate Psychology,Prof. Christina Schulz,b_minus,1,fall,2025-2026,9192.6,0.0,6145.95,42955.64,Pending,Sports,2,4,True,True,further_education,,False,2023-02-27 14:40:00
STU-202327028,ENR-375308,Sabine Koch,1998-08-30,24,Female,12,English,2020-03-24,2025-12-19,withdrawn,3.59,195,151,77.86,CRS-7734,Introduction to Programming,Prof. Sophie Becker,c_minus,3,Summer,2022-2023,14631.83,0.0,1684.38,46977.21,Pending,music,3,0,True,False,Unemployed,37754.97,True,2023-08-06 09:46:00
STU-202327029,ENR-753803,Sarah Weber,14-12-2004,17,female,freshman,,2025-10-21,2022-05-16,Transferred,2.01,48,142,71.3,CRS-5506,Principles of Literature,Prof. Paul Schneider,a_minus,2,FALL,2023-2024,9056.74,0.0,9598.65,14440.57,deferred,,1,1,True,False,military,60172.47,True,2023-02-20 01:38:00
STU-202327030,ENR-175269,Hanna Wagner,2008-05-24,18,,sophomore,Nursing,2022-10-06,10 Jan 2022,On Leave,3.09,46,124,66.07,CRS-1378,Advanced Engineering,Prof. Christina Wolf,c_plus,6,fall,2025-2026,11726.98,0.0,0.0,24940.72,paid,research,2,12,True,True,unknown,,False,2023-01-01 18:29:00
STU-202327031,ENR-979711,Emma Hoffmann,2003-12-10,17,non_binary,junior,Physics,2023-01-02,2024-08-28,ACTIVE,1.08,49,140,54.55,CRS-8344,Advanced History,Prof. Sarah Klein,f,4,Fall,2021-2022,14724.1,14748.75,0.0,669.94,pending,Debate,5,3,True,False,EMPLOYED,73425.09,False,2023-06-02 08:06:00
STU-202327032,ENR-310118,Daniel Schmidt,2003-02-20,19,M,Junior,Economics,2022-04-30,2022-01-19,Transferred,,15,131,51.43,CRS-1099,Applied Psychology,Prof. Sabine Wagner,b_minus,3,fall,2024-2025,11506.3,0.0,0.0,0.0,Deferred,Volunteering,1,17,True,True,Further Education,89509.62,False,2023-05-15 18:38:00
STU-202327033,ENR-933467,Andreas Hoffmann,2009-02-08,20,F,11,Psychology,2021-11-10,2024-07-11,on_leave,1.67,194,144,65.93,CRS-2153,Introduction to Music,Prof. Felix Hoffmann,,2,fall,2022-2023,14903.15,13281.71,0.0,40876.66,pending,Volunteering,4,10,False,True,unemployed,,False,2023-11-14 03:54:00
STU-202327034,ENR-222649,Lukas Wolf,27-08-2006,22,FEMALE,sophomore,Psychology,2021-01-30,2023-01-21,Graduated,2.29,116,169,77.41,CRS-7859,Intermediate Chemistry,Prof. Thomas Sowah,F,6,Summer,2022-2023,7175.61,12831.34,5492.19,25930.52,pending,None,0,18,True,True,employed,40995.08,True,2023-03-24 02:21:00
STU-202327035,ENR-662144,Michael Sowah,03 Sep 2009,19,MALE,Sophomore,English,2021-10-14,2023-02-02,Graduated,1.09,148,131,90.88,CRS-7673,Intermediate Chemistry,Prof. Thomas Hoffmann,F,3,Summer,2025-2026,6833.85,5868.36,497.87,7034.3,overdue,N/A,5,8,False,True,military,38044.94,True,2023-09-22 16:01:00
STU-202327036,ENR-406195,Daniel Hoffmann,19/04/1996,28,prefer_not_to_say,10,Art,2020-02-04,2023-11-23,Suspended,,15,158,97.61,CRS-3924,Intermediate History,Prof. Mia Hoffmann,incomplete,3,summer,2022-2023,14322.22,0.0,0.0,48067.82,Deferred,music,0,17,False,False,further_education,96809.42,False,2023-12-20 19:52:00
STU-202327037,ENR-786790,Emma Wolf,1998-04-08,23,F,11,Computer Science,06-10-2021,09/23/2022,ACTIVE,3.31,33,120,87.82,CRS-9172,Advanced Programming,Prof. Sophie Klein,b_minus,5,SPRING,2023-2024,12339.02,4836.52,0.0,0.0,Paid,Sports,3,9,False,False,employed,,True,2023-04-24 17:18:00
STU-202327038,ENR-722445,Max Muller,1998-12-18,26,female,12,Education,03/25/2021,25-06-2024,Withdrawn,,96,161,55.31,CRS-2798,Introduction to Economics,Prof. Lukas Sowah,f,1,Fall,2024-2025,9872.39,0.0,4514.71,509.62,Deferred,,1,2,False,False,employed,50353.65,False,2023-07-18 10:00:00
STU-202327039,ENR-317216,Paul Schneider,1998-01-20,23,prefer_not_to_say,Junior,Engineering,2021-01-18,2024-06-27,Transferred,2.99,140,177,79.92,CRS-3474,Advanced History,Prof. Felix Sowah,f,5,SUMMER,2022-2023,8219.76,3739.89,0.0,0.0,Overdue,Volunteering,1,2,True,False,employed,,True,2023-02-16 06:55:00
STU-202327040,ENR-584827,Michael Bauer,2001-11-10,17,FEMALE,10,History,2025-04-02,2024-04-08,transferred,2.4,152,171,76.1,CRS-4606,Applied Programming,Prof. Andreas Hoffmann,Incomplete,5,FALL,2024-2025,5481.77,1950.27,8129.33,30398.69,Overdue,Debate,4,5,False,False,EMPLOYED,,False,2023-10-01 15:49:00
STU-202327041,ENR-230298,Thomas Muller,2006-03-26,26,male,,Physics,2020-06-29,2023-02-28,Graduated,2.93,86,170,88.66,CRS-2283,Fundamentals of Engineering,Prof. Sophie Schneider,B-,3,SUMMER,2023-2024,6288.87,920.85,8822.5,0.0,overdue,research,5,17,True,False,unemployed,76779.13,False,2023-03-08 14:54:00
STU-202327042,ENR-237522,Felix Muller,1997-04-29,30,non_binary,9,History,25/08/2024,01 Aug 2024,withdrawn,1.29,198,130,88.6,CRS-2634,Introduction to Mathematics,Prof. Petra Weber,Withdrawn,4,spring,2023-2024,3366.83,10596.88,0.0,0.0,pending,None,0,9,False,False,Military,37600.25,False,2023-03-17 05:59:00
STU-202327043,ENR-626107,Felix Schneider,1999-09-03,16,F,senior,Nursing,10/03/2020,2022-05-03,transferred,NA,71,172,94.63,CRS-6621,Fundamentals of Literature,Prof. Max Fischer,withdrawn,6,fall,2022-2023,12795.92,0.0,7301.7,36452.32,Paid,research,3,5,False,True,military,30337.89,False,2023-03-02 03:31:00
STU-202327044,ENR-216500,Leon Schneider,16/09/2009,22,,graduate,Biology,2021-10-09,2024-09-28,Suspended,1.45,193,149,58.81,CRS-7637,Principles of Physics,Prof. Mia Weber,c_minus,5,fall,2022-2023,4539.09,0.0,4231.31,45806.81,Partial,N/A,5,8,True,False,further_education,66023.07,False,2023-07-07 18:38:00
STU-202327045,ENR-848475,Lukas Hoffmann,2000-08-01,25,non_binary,Senior,Chemistry,2020-03-10,2025-01-09,On Leave,1.94,78,149,59.99,CRS-3801,Principles of Music,Prof. Hanna Meyer,B-,6,fall,2024-2025,12480.05,1618.04,9339.82,10002.77,Pending,Volunteering,2,4,True,False,unknown,,False,2023-08-14 00:37:00
STU-202327046,ENR-323686,Lukas Wolf,1998-02-17,17,Female,12,Physics,13/09/2022,2024-04-20,On Leave,3.59,118,178,83.61,CRS-5372,Introduction to Economics,Prof. Mia Becker,A,3,Fall,2021-2022,4771.57,13719.34,0.0,49787.07,Pending,debate,4,16,True,True,unknown,36824.64,True,2023-06-03 18:26:00
STU-202327047,ENR-679180,Sabine Muller,2002-12-06,27,Prefer not to say,graduate,Chemistry,2024-03-26,27 Jun 2022,withdrawn,3.67,96,132,82.44,CRS-2262,Fundamentals of Business,Prof. Max Osei,C,3,fall,2024-2025,3170.91,14947.54,7454.52,0.0,Paid,None,5,9,True,False,NULL,,True,2023-12-01 23:23:00
STU-202327048,ENR-523447,Max Meyer,2009-04-24,25,Male,senior,Music,2024-06-29,02/07/2025,suspended,3.27,90,166,75.94,CRS-6368,Introduction to Literature,Prof. Sabine Muller,Withdrawn,5,Summer,2021-2022,14507.19,3414.13,9533.36,48226.51,deferred,Sports,0,17,True,False,unemployed,,False,2023-11-25 01:37:00
STU-202327049,ENR-172944,Mia Muller,08/12/1998,19,Prefer not to say,10,Psychology,08 Apr 2025,2023-07-03,Active,3.1,13,173,56.73,CRS-7155,Applied Art,Prof. Sabine Osei,N/A,2,Spring,2025-2026,8395.14,14788.23,9205.09,33757.22,paid,,5,1,False,True,further_education,97537.26,False,2023-09-03 02:02:00
STU-202327050,ENR-768335,Emma Muller,2010-08-04,25,F,Sophomore,English,2024-06-12,2023-07-07,active,2.8,145,139,53.95,CRS-2027,Advanced Physics,Prof. Anna Meyer,F,6,SUMMER,2024-2025,12049.97,11879.44,0.0,0.0,Partial,Debate,4,8,False,True,NULL,45118.44,False,2023-02-11 07:21:00
STU-202327051,ENR-536777,Sabine Schulz,01-10-2010,15,,Senior,Chemistry,2020-12-07,2022-03-27,active,1.52,59,131,63.58,CRS-3684,Applied Engineering,Prof. Sabine Osei,A,3,summer,2020-2021,10200.76,5647.45,5125.64,29949.63,deferred,Volunteering,5,2,True,False,unknown,65221.8,False,2023-03-03 03:27:00
STU-202327052,ENR-486240,Max Weber,2010-06-11,23,FEMALE,junior,Physics,2021-11-06,2025-04-18,graduated,3.38,54,177,72.79,CRS-1568,Fundamentals of History,Prof. Emma Hoffmann,Withdrawn,5,Spring,2024-2025,12043.59,0.0,0.0,13418.78,PAID,Sports,4,5,False,False,EMPLOYED,,True,2023-12-18 01:31:00
STU-202327053,ENR-809603,Christina Klein,1995-03-27,18,non_binary,12,Computer Science,2022-01-27,25 Mar 2022,transferred,1.64,131,146,69.51,CRS-2010,Introduction to Biology,Prof. Daniel Richter,a,6,summer,2022-2023,3002.37,6884.21,0.0,0.0,Partial,Music,2,1,False,True,,,True,2023-07-12 02:05:00
STU-202327054,ENR-937760,Paul Muller,2004-01-26,15,male,12,,2020-02-23,2025-09-26,ACTIVE,3.59,10,170,52.58,CRS-8499,Introduction to Psychology,Prof. Andreas Sowah,b,4,SUMMER,2023-2024,13622.55,213.32,0.0,0.0,Paid,,4,16,True,False,unemployed,,False,2023-07-09 23:56:00
STU-202327055,ENR-689909,Sabine Muller,2008-04-21,28,Female,junior,Chemistry,2020-08-12,2023-05-25,suspended,1.74,73,167,96.47,CRS-2637,Advanced Physics,Prof. Hanna Hoffmann,incomplete,5,spring,2025-2026,12836.43,0.0,0.0,39979.77,overdue,research,5,11,True,False,Unknown,82410.63,False,2023-08-15 04:52:00
STU-202327056,ENR-424063,Anna Bauer,04-01-2000,30,MALE,12,Computer Science,2021-05-30,2022-03-17,On Leave,3.31,122,169,84.52,CRS-7059,Intermediate Business,Prof. Max Sowah,C+,4,Spring,2020-2021,3018.24,11450.67,0.0,17419.45,PAID,Volunteering,1,12,False,False,unemployed,99220.43,True,2023-08-18 12:48:00
STU-202327057,ENR-706765,Christina Bauer,1998-08-15,15,F,sophomore,,2022-07-22,2023-09-21,ACTIVE,3.41,73,133,72.32,CRS-9123,Fundamentals of History,Prof. Christina Schneider,B+,2,SPRING,2021-2022,1864.31,11163.76,4657.58,0.0,pending,music,4,6,True,False,unknown,,True,2023-11-23 23:37:00
STU-202327058,ENR-220258,Michael Schmidt,2003-07-22,28,F,,English,09/11/2023,2023-03-19,Active,1.74,7,172,70.84,CRS-7030,Introduction to Music,Prof. Daniel Bauer,Withdrawn,3,spring,2025-2026,3157.38,0.0,0.0,30958.09,deferred,Volunteering,5,14,True,False,EMPLOYED,,False,2023-02-28 16:28:00
STU-202327059,ENR-808491,Christina Koch,2006-01-03,24,Non-binary,freshman,Education,2024-02-07,2024-09-24,graduated,,30,167,84.35,CRS-5760,Advanced Business,Prof. Sophie Klein,F,2,Summer,2022-2023,5260.34,7209.69,7723.39,17246.72,Deferred,none,0,17,False,True,unknown,81433.06,True,2023-07-18 05:44:00
STU-202327060,ENR-943652,Paul Bauer,2005-07-07,27,Female,graduate,Chemistry,2022-05-31,2024-11-20,Withdrawn,2.32,71,151,66.4,CRS-4351,Advanced Music,Prof. Emma Sowah,b_plus,6,SPRING,2020-2021,9027.85,14091.03,948.37,0.0,paid,Volunteering,4,0,False,False,Employed,,True,2023-01-02 14:23:00
STU-202327061,ENR-728999,Daniel Meyer,2005-08-17,29,prefer_not_to_say,freshman,Music,2021-09-10,28/09/2023,active,3.56,88,145,84.64,CRS-3233,Introduction to Business,Prof. Sophie Schulz,f,4,SPRING,2022-2023,6091.34,0.0,614.14,0.0,PAID,None,5,3,True,True,NULL,,True,2023-06-02 23:55:00
STU-202327062,ENR-759093,Leon Schmidt,2002-03-17,30,Non-binary,Senior,undeclared,2022-03-10,2023-04-11,Active,2.44,113,179,61.63,CRS-7995,Fundamentals of Psychology,Prof. Sophie Klein,f,4,SPRING,2021-2022,14530.22,8552.72,0.0,0.0,partial,Music,0,13,True,False,,45946.19,False,2023-06-12 05:54:00
STU-202327063,ENR-673701,Mia Sowah,1997-07-16,17,,,Undeclared,2020-08-16,2022-05-18,Graduated,3.52,68,123,55.66,CRS-9772,Principles of Engineering,Prof. Thomas Weber,,2,Fall,2022-2023,12187.61,0.0,0.0,8126.7,partial,Music,0,7,True,False,unknown,70955.18,True,2023-06-16 23:26:00
STU-202327064,ENR-219928,Lukas Richter,1995-01-26,29,non_binary,10,English,27/09/2022,2025-02-17,suspended,3.22,21,120,58.45,CRS-6348,Principles of Engineering,Prof. Sarah Muller,c_minus,6,SPRING,2020-2021,8566.26,0.0,647.0,2377.18,Partial,Volunteering,2,7,True,True,Unknown,,False,2023-09-21 07:52:00
STU-202327065,ENR-197343,Hanna Koch,2005-10-29,25,non_binary,junior,Art,2025-05-06,2024-10-30,active,3.08,160,127,60.33,CRS-4555,Advanced Engineering,Prof. Michael Weber,a_minus,5,summer,2023-2024,10644.2,3454.34,495.46,43699.52,paid,,4,19,False,True,Unknown,,True,2023-10-01 20:17:00
STU-202327066,ENR-245228,Michael Richter,1998-01-24,28,female,senior,Mathematics,05/03/2020,2025-11-03,transferred,2.5,71,169,66.42,CRS-9915,Principles of Art,Prof. Sabine Sowah,withdrawn,3,Summer,2025-2026,8233.05,9660.31,8834.96,46149.95,pending,student_government,5,4,True,False,military,,False,2023-09-05 00:48:00
STU-202327067,ENR-705039,Sabine Muller,2001-03-31,26,F,freshman,Biology,2024-10-27,2023-03-13,withdrawn,3.7,124,178,56.72,CRS-1387,Introduction to Programming,Prof. Sophie Schulz,A-,2,Summer,2025-2026,6288.55,0.0,3528.06,447.29,pending,Sports,0,1,False,True,Military,,False,2023-11-28 21:36:00
STU-202327068,ENR-434347,Andreas Schmidt,2005-09-04,14,M,graduate,History,2024-10-27,2024-04-22,Graduated,1.95,98,171,92.34,CRS-7009,Applied Literature,Prof. Hanna Fischer,d,1,SPRING,2025-2026,6949.21,6288.71,1580.65,23271.5,deferred,Sports,1,15,False,True,Employed,62972.15,False,2023-09-06 13:45:00
STU-202327069,ENR-983392,Sarah Fischer,31/01/1996,16,male,freshman,Art,2023-08-28,2023-04-07,On Leave,,147,164,71.27,CRS-4286,Intermediate Economics,Prof. Michael Klein,d,6,SUMMER,2020-2021,8956.23,10090.79,0.0,11037.65,Overdue,Volunteering,2,9,True,True,Unknown,34928.37,False,2023-05-24 06:15:00
STU-202327070,ENR-258562,Sabine Schmidt,2010-04-29,17,FEMALE,Junior,Business,2022-02-19,15 Aug 2023,Graduated,1.25,26,154,82.91,CRS-4177,Introduction to History,Prof. Lukas Bauer,a_minus,1,FALL,2022-2023,11411.52,10294.8,0.0,42417.14,overdue,Volunteering,0,20,False,False,unknown,,False,2023-05-15 00:17:00
STU-202327071,ENR-546538,Paul Schmidt,2010-01-18,18,FEMALE,Junior,undeclared,2022-10-26,2024-12-12,ACTIVE,2.42,132,145,56.58,CRS-7277,Fundamentals of Programming,Prof. Lukas Bauer,b,6,SPRING,2023-2024,1009.83,8063.06,0.0,47245.78,partial,debate,4,10,True,False,military,,False,2023-08-19 15:33:00
STU-202327072,ENR-800830,Thomas Wagner,2010-12-07,18,non_binary,senior,Business,2024-08-30,2024-06-05,suspended,,158,141,60.84,CRS-6539,Fundamentals of Chemistry,Prof. Sophie Koch,Withdrawn,5,SPRING,2023-2024,11647.11,13595.33,1109.29,3604.72,pending,music,4,3,False,False,unknown,82429.18,True,2023-01-15 16:27:00
STU-202327073,ENR-151587,Thomas Schmidt,1996-03-29,24,Non-binary,10,Physics,21 Jul 2025,2022-03-25,Suspended,1.82,145,144,65.86,CRS-1454,Introduction to Music,Prof. Mia Sowah,D,2,Spring,2024-2025,8494.71,0.0,0.0,31137.43,Partial,none,0,3,False,False,employed,,True,2023-11-02 00:51:00
STU-202327074,ENR-822956,Felix Becker,1999-10-25,18,MALE,Junior,Mathematics,20/12/2024,2025-09-24,ACTIVE,1.03,171,145,89.84,CRS-4089,Principles of Chemistry,Prof. Petra Muller,B+,5,Summer,2024-2025,13671.54,0.0,3690.65,27285.77,partial,volunteering,4,15,False,False,employed,,False,2023-09-11 22:14:00
STU-202327075,ENR-150846,Andreas Schulz,2001-08-07,28,female,graduate,Engineering,08/19/2025,2025-09-28,Transferred,1.14,88,154,60.47,CRS-2902,Applied Mathematics,Prof. Lukas Schneider,Withdrawn,1,SPRING,2024-2025,11076.45,4437.64,0.0,10047.63,Pending,research,5,14,True,True,Further Education,99149.93,True,2023-01-04 12:18:00
STU-202327076,ENR-849470,Hanna Schmidt,2002-06-08,29,M,Sophomore,Economics,2024-03-17,2025-02-14,withdrawn,1.27,78,121,87.96,CRS-2759,Advanced Business,Prof. Emma Koch,Withdrawn,5,spring,2022-2023,11363.83,0.0,0.0,28016.6,partial,sports,1,11,False,False,unknown,96202.23,True,2023-01-14 21:52:00
STU-202327077,ENR-821507,Leon Osei,2007-04-30,14,male,Graduate,Psychology,2023-02-28,03/07/2023,On Leave,3.22,124,131,65.26,CRS-1043,Introduction to Economics,Prof. Thomas Schulz,A-,5,fall,2020-2021,8737.99,3995.95,0.0,0.0,pending,N/A,0,0,True,False,employed,56815.19,True,2023-08-02 13:15:00
STU-202327078,ENR-983758,Emma Wagner,2005-01-29,22,male,graduate,Nursing,17 Mar 2025,06/27/2025,Suspended,3.61,146,145,98.36,CRS-1769,Introduction to Biology,Prof. Hanna Muller,,6,SPRING,2025-2026,1166.18,11152.42,4735.59,768.88,Overdue,Debate,4,6,True,True,Unknown,97556.53,True,2023-07-27 18:34:00
STU-202327079,ENR-250039,Emma Hoffmann,1999-06-01,28,FEMALE,sophomore,Computer Science,2022-11-27,2024-08-13,Active,3.75,196,156,77.32,CRS-2627,Fundamentals of Business,Prof. Sabine Becker,d,2,summer,2020-2021,7191.09,12410.75,0.0,30878.6,Deferred,sports,1,6,False,True,Employed,,True,2023-10-01 10:21:00
STU-202327080,ENR-908413,Sabine Schneider,2005-06-03,28,Prefer not to say,Senior,English,2021-11-21,23/04/2023,Withdrawn,1.65,125,165,90.05,CRS-5304,Advanced Physics,Prof. Max Richter,incomplete,4,Fall,2022-2023,11957.35,3637.22,4121.12,23879.29,overdue,None,5,5,False,True,Unknown,72741.39,False,2023-07-15 23:57:00
STU-202327081,ENR-265732,Emma Wagner,2006-12-25,27,Non-binary,Freshman,Economics,2024-01-27,2025-03-06,graduated,1.73,157,171,75.87,CRS-2885,Applied Mathematics,Prof. Felix Weber,c,1,fall,2020-2021,4178.99,0.0,0.0,0.0,partial,Research,1,18,True,False,Further Education,,True,2023-11-08 13:55:00
STU-202327082,ENR-792977,Thomas Fischer,1999-11-14,22,female,Freshman,Education,2023-11-18,05/13/2023,withdrawn,1.93,147,165,99.3,CRS-4315,Introduction to Physics,Prof. Emma Meyer,A,1,fall,2025-2026,10054.36,0.0,0.0,15611.89,paid,,2,16,True,True,employed,,False,2023-01-08 13:53:00
STU-202327083,ENR-440625,Max Wagner,2002-05-22,16,Prefer not to say,12,Business,2020-09-04,2023-09-18,Withdrawn,3.81,93,147,96.67,CRS-9846,Fundamentals of Physics,Prof. Mia Meyer,b_plus,1,SPRING,2020-2021,12202.7,7809.28,0.0,20364.46,PAID,Volunteering,2,11,False,True,employed,53041.63,False,2023-06-01 15:47:00
STU-202327084,ENR-462083,Sarah Weber,03/12/2007,26,Non-binary,Sophomore,Physics,2022-12-20,2023-05-30,Transferred,3.37,147,157,82.71,CRS-1252,Applied Music,Prof. Leon Wagner,c_plus,6,spring,2025-2026,10104.22,0.0,0.0,0.0,Paid,sports,1,8,False,False,unemployed,34170.77,True,2023-11-19 19:43:00
STU-202327085,ENR-936216,Hanna Becker,1997-03-25,17,Female,Junior,,2022-04-14,24/11/2022,suspended,2.3,179,163,86.01,CRS-8032,Applied Physics,Prof. Andreas Bauer,Withdrawn,2,Summer,2023-2024,1323.98,896.82,7808.07,15264.36,Overdue,volunteering,3,13,True,True,military,N/A,False,2023-09-06 02:23:00
STU-202327086,ENR-756387,Thomas Schneider,2006-03-13,17,female,Senior,Chemistry,2025-05-26,21/05/2022,Transferred,1.98,80,154,94.37,CRS-7289,Introduction to Programming,Prof. Petra Wolf,C-,3,SPRING,2023-2024,4164.48,0.0,9271.56,49450.33,PAID,None,0,15,True,True,Further Education,82961.93,True,2023-06-08 19:28:00
STU-202327087,ENR-754795,Leon Schneider,1999-04-26,30,non_binary,10,Biology,2022-05-09,06/09/2023,On Leave,1.72,96,146,73.65,CRS-5237,Fundamentals of Mathematics,Prof. Paul Schulz,B+,6,fall,2023-2024,11302.33,0.0,2554.11,10709.49,deferred,none,4,7,True,False,further_education,52860.93,False,2023-05-02 11:38:00
STU-202327088,ENR-389839,Sabine Schulz,04 Jul 2010,29,FEMALE,graduate,Nursing,12/16/2021,2024-10-01,suspended,2.53,155,125,84.36,CRS-1906,Applied Psychology,Prof. Petra Muller,a_minus,1,SUMMER,2020-2021,5490.1,0.0,9263.86,9681.69,partial,Music,2,19,False,False,Unknown,,False,2023-01-08 00:18:00
STU-202327089,ENR-675101,Lukas Koch,1999-10-04,24,FEMALE,junior,Business,2023-08-18,2022-02-19,Suspended,1.44,128,147,64.8,CRS-6728,Principles of Mathematics,Prof. Petra Klein,c,5,SPRING,2021-2022,887.35,3503.66,248.92,0.0,Partial,music,3,8,True,True,Unknown,30162.55,False,2023-12-07 13:36:00
STU-202327090,ENR-531711,Sophie Schneider,1996-02-27,23,Male,freshman,Engineering,2021-04-22,2024-03-20,ACTIVE,3.51,56,137,88.87,CRS-5343,Applied Chemistry,Prof. Hanna Fischer,incomplete,6,FALL,2022-2023,5704.97,5928.54,2095.94,12677.63,Deferred,Volunteering,2,14,False,True,Further Education,46951.78,True,2023-06-12 18:29:00
STU-202327091,ENR-883976,Lukas Fischer,2008-08-24,25,Female,Junior,Chemistry,2023-09-18,2024-05-03,Graduated,2.69,192,120,58.73,CRS-3376,Advanced Engineering,Prof. Sarah Wolf,B-,6,SPRING,2020-2021,11608.45,0.0,6010.22,0.0,Partial,debate,0,18,True,True,Employed,66519.76,False,2023-07-26 12:51:00
