transaction_id,account_id,customer_id,customer_name,account_type,account_status,transaction_type,transaction_date,amount,currency,balance_after,transaction_channel,branch_city,merchant_name,payment_method,is_international,fee_amount,risk_score,fraud_flag,aml_check_status,kyc_status,credit_score,customer_segment,ip_address,created_at
TXN-20230031039,ACC-903653531,CUST-321401,Paul Fischer,Loan,Active,Transfer,2024-10-30,-16701.48,PLN,183855.56,Phone,Frankfurt,Aldi,sepa,True,0.0,18.11,False,Pending,Expired,,Business,84.119.79.17,2023-06-11 15:36:00
TXN-20230031040,ACC-779816137,CUST-780558,Sophie Osei,Savings,Closed,Refund,2025-05-12,2480.08,PLN,132381.06,SEPA,Dortmund,MediaMarkt,Bank Transfer,True,0.0,58.18,False,Passed,verified,437.0,Corporate,79.125.91.160,2023-03-04 14:20:00
TXN-20230031041,ACC-994945375,CUST-506269,Lisa Osei,Credit Card,Frozen,Payment,2023-04-16,33722.9,EUR,30309.33,Mobile App,Bremen,Deutsche Bahn,Bank Transfer,False,0.0,56.79,False,Passed,verified,,Retail,17.14.197.135,2023-01-18 17:46:00
TXN-20230031042,ACC-287500777,CUST-385096,Hanna Schneider,Credit Card,Dormant,Fee,10/17/2023,-14709.89,GBP,244655.58,Phone,Dusseldorf,,Cash,False,0.0,69.12,True,Pending,Verified,,Private Banking,176.22.98.197,2023-04-04 22:02:00
TXN-20230031043,ACC-467298827,CUST-915752,Christina Boateng,Checking,Active,Transfer,30/09/2024,40131.05,EUR,473471.06,Phone,Duisburg,Amazon,Debit Card,False,0.0,60.23,False,Passed,Not Required,,Corporate,164.120.71.92,2023-02-18 12:51:00
TXN-20230031044,ACC-819017275,CUST-283797,Daniel Boateng,Investment,Closed,Transfer,2024-11-09,-9709.41,USD,383212.57,Direct Debit,Berlin,NULL,Bank Transfer,True,4.57,75.61,True,Passed,Pending,,Corporate,118.177.176.226,2023-04-01 13:49:00
TXN-20230031045,ACC-184623961,CUST-340409,Andreas Richter,Checking,ACTIVE,Transfer,2022-09-07,-4377.18,PLN,489217.79,ATM,Berlin,Lidl,Credit Card,False,6.12,17.07,False,Failed,Pending,677.0,Corporate,122.241.144.197,2023-08-13 16:57:00
TXN-20230031046,ACC-569559110,CUST-687105,Sarah Osei,Mortgage,Frozen,Withdrawal,2025-03-05,16307.05,CHF,253798.65,Phone,Hamburg,MediaMarkt,Bank Transfer,False,0.0,6.1,False,Manual Review,Verified,,Private Banking,62.114.25.42,2023-02-16 15:38:00
TXN-20230031047,ACC-793352453,CUST-563457,Lisa Bauer,Credit Card,active,Fee,22 Feb 2023,-18108.97,EUR,201054.41,Direct Debit,Munich,Amazon,Bank Transfer,False,16.79,94.89,True,Skipped,Expired,725.0,Retail,114.43.40.58,2023-09-09 15:39:00
TXN-20230031048,ACC-870215992,CUST-953055,Anna Hoffmann,Investment,Dormant,Payment,2025-04-29,-11053.16,EUR,436283.05,ATM,Duisburg,Shell,Debit Card,True,0.0,61.21,True,Failed,Verified,,Private Banking,245.158.248.129,2023-10-26 15:09:00
TXN-20230031049,ACC-365791238,CUST-500648,Max Klein,Mortgage,Frozen,Refund,07/28/2023,-3587.26,GBP,224067.45,Mobile App,Dusseldorf,MediaMarkt,Credit Card,False,1.27,92.34,False,Skipped,verified,390.0,Retail,167.236.24.7,2023-12-04 23:17:00
TXN-20230031050,ACC-369624760,CUST-625845,Max Osei,Investment,Dormant,Fee,2025-03-31,43774.88,EUR,234975.26,Online,Bremen,Netflix,Credit Card,False,0.0,73.89,False,passed,Expired,687.0,Private Banking,97.210.37.2,2023-01-10 12:32:00
TXN-20230031051,ACC-165986685,CUST-124826,Anna Wagner,Investment,ACTIVE,Refund,2025-07-12,6815.27,CHF,77621.97,SEPA,Berlin,Aldi,Debit Card,False,0.0,16.09,False,Passed,Pending,,Premium,65.110.130.111,2023-09-12 03:44:00
TXN-20230031052,ACC-369016872,CUST-980782,Daniel Weber,Mortgage,active,Refund,2023-11-10,9387.26,USD,239316.77,Phone,Duisburg,Netflix,Bank Transfer,False,0.0,82.75,True,Failed,Expired,643.0,Corporate,52.188.90.5,2023-10-04 15:59:00
TXN-20230031053,ACC-282822082,CUST-522786,Petra Wolf,Savings,Active,Refund,2022-07-22,-37802.6,USD,446477.69,Mobile App,Stuttgart,Aldi,Debit Card,True,0.0,80.72,False,Failed,verified,,Business,95.70.241.75,2023-11-10 01:54:00
TXN-20230031054,ACC-789620055,CUST-233147,Lukas Koch,Checking,Active,Withdrawal,2023-01-01,-26954.73,GBP,79609.75,Mobile App,Hanover,NULL,Credit Card,True,0.0,6.7,True,Failed,Expired,743.0,Corporate,152.210.13.5,2023-06-07 05:50:00
TXN-20230031055,ACC-946212253,CUST-456720,Anna Schmidt,Credit Card,Frozen,Payment,2023-08-02,-38344.71,CHF,340037.04,Direct Debit,Dresden,Deutsche Bahn,sepa,True,0.0,99.95,True,Manual Review,Not Required,449.0,Retail,165.48.204.83,2023-07-20 01:03:00
TXN-20230031056,ACC-906967630,CUST-949923,Emma Becker,Checking,Closed,Deposit,2022-02-08,-49883.77,PLN,227023.75,Branch,Duisburg,Deutsche Bahn,sepa,False,1.9,94.06,True,Skipped,verified,533.0,Business,74.23.170.48,2023-01-24 19:48:00
TXN-20230031057,ACC-361658470,CUST-925267,Michael Bauer,Checking,Dormant,Deposit,2023-07-03,18588.91,USD,250857.95,Online,Cologne,EDEKA,Debit Card,False,0.0,93.73,False,Passed,Pending,,Private Banking,219.75.32.159,2023-02-11 01:23:00
TXN-20230031058,ACC-118336522,CUST-537406,Paul Koch,Mortgage,Active,Payment,20/10/2024,-30831.85,CHF,197995.6,Branch,Dresden,Aldi,SEPA,True,0.0,26.41,True,passed,Verified,812.0,Corporate,80.124.14.84,2023-03-21 04:50:00
TXN-20230031059,ACC-719576757,CUST-286682,Lisa Sowah,Mortgage,Frozen,Payment,2022-08-09,-43714.69,GBP,80776.2,Direct Debit,Hanover,Lidl,Debit Card,False,12.56,34.11,False,Skipped,Pending,848.0,Business,248.194.248.231,2023-07-11 03:16:00
TXN-20230031060,ACC-415235840,CUST-267339,Christina Klein,Savings,Frozen,Withdrawal,2024-11-19,9011.82,USD,57542.07,Mobile App,Essen,Deutsche Bahn,SEPA,False,0.0,96.92,True,Skipped,Expired,,Corporate,220.166.218.16,2023-03-10 22:40:00
TXN-20230031061,ACC-642254205,CUST-553546,Mia Osei,Mortgage,Active,Payment,03/27/2022,35505.6,EUR,119245.94,Online,Hanover,Aldi,Cash,True,0.0,60.77,True,Pending,Verified,747.0,Business,166.37.94.113,2023-02-02 12:17:00
TXN-20230031062,ACC-368704140,CUST-685987,Sabine Muller,Savings,Closed,Interest,2023-12-13,20112.55,USD,437448.32,ATM,Bremen,Aldi,Debit Card,False,0.0,60.54,True,passed,Verified,479.0,Corporate,207.158.165.106,2023-02-04 19:57:00
TXN-20230031063,ACC-412773670,CUST-262969,Anna Sowah,Loan,Closed,Withdrawal,2022-07-09,-3715.31,PLN,474511.44,Mobile App,Stuttgart,Amazon,Credit Card,True,0.0,38.21,False,Failed,Expired,722.0,Corporate,168.226.216.236,2023-08-19 18:28:00
TXN-20230031064,ACC-643881092,CUST-568490,Emma Muller,Checking,active,Refund,07/24/2025,-578.57,USD,499100.56,Branch,Leipzig,Lidl,Bank Transfer,False,0.0,5.77,False,Skipped,Not Required,797.0,Retail,155.131.216.39,2023-01-16 01:24:00
TXN-20230031065,ACC-764191585,CUST-363580,Leon Schneider,Loan,ACTIVE,Interest,2022-10-20,36746.07,GBP,230045.8,SEPA,Hanover,Netflix,sepa,True,13.17,90.17,True,passed,Not Required,,Retail,81.186.173.115,2023-12-27 15:49:00
TXN-20230031066,ACC-404428927,CUST-660940,Daniel Fischer,Investment,active,Payment,2024-01-24,-19656.52,EUR,479062.56,Direct Debit,Frankfurt,Deutsche Bahn,sepa,False,0.0,84.39,True,Manual Review,Not Required,549.0,Business,203.84.90.197,2023-05-02 05:14:00
TXN-20230031067,ACC-351839689,CUST-507964,Michael Agyeman,Loan,Closed,Withdrawal,2025-01-23,-13879.65,GBP,219511.19,Direct Debit,Cologne,EDEKA,Debit Card,True,19.53,25.91,False,Manual Review,Not Required,,Premium,54.135.33.72,2023-03-16 06:52:00
TXN-20230031068,ACC-567767545,CUST-779571,Paul Wagner,Checking,active,Deposit,23-12-2024,43867.9,GBP,427121.01,Online,Hamburg,Shell,Debit Card,False,0.0,89.92,False,Manual Review,verified,323.0,Private Banking,109.65.1.168,2023-05-21 19:22:00
TXN-20230031069,ACC-246654599,CUST-978370,Sabine Schneider,Checking,ACTIVE,Payment,2023-01-12,33962.33,PLN,469421.93,ATM,Hamburg,MediaMarkt,Cash,False,23.1,99.72,False,Pending,Verified,505.0,Premium,138.217.233.192,2023-11-05 13:39:00
TXN-20230031070,ACC-395290919,CUST-257827,Max Hoffmann,Loan,Frozen,Deposit,19 Jul 2024,15865.88,EUR,268.69,Branch,Leipzig,Amazon,sepa,True,0.0,34.61,False,Skipped,Verified,,Private Banking,203.52.144.79,2023-04-21 09:22:00
TXN-20230031071,ACC-503040108,CUST-160131,Felix Weber,Savings,Frozen,Fee,2024-04-07,-43284.92,USD,358402.92,SEPA,Essen,,SEPA,False,9.04,94.95,True,Pending,Not Required,746.0,Private Banking,61.39.41.122,2023-12-25 13:54:00
TXN-20230031072,ACC-329982638,CUST-150033,Paul Muller,Savings,active,Transfer,2025-09-15,-44294.71,EUR,199079.55,Online,Munich,,Bank Transfer,False,0.21,65.96,False,passed,Expired,,Corporate,13.242.124.49,2023-05-06 09:21:00
TXN-20230031073,ACC-524282821,CUST-843073,Mia Weber,Mortgage,active,Refund,07 Nov 2023,-9556.89,EUR,147881.07,Direct Debit,Stuttgart,EDEKA,Bank Transfer,True,0.0,48.45,True,passed,Expired,675.0,Corporate,89.222.235.192,2023-09-03 20:54:00
TXN-20230031074,ACC-529741493,CUST-475024,Sabine Koch,Loan,ACTIVE,Withdrawal,2025-07-06,19322.36,PLN,57546.2,SEPA,Berlin,EDEKA,Credit Card,True,12.56,12.79,False,Skipped,Verified,551.0,Business,231.17.238.183,2023-10-17 09:24:00
TXN-20230031075,ACC-966830032,CUST-608267,Lukas Boateng,Mortgage,Closed,Interest,26-04-2025,35855.12,CHF,480895.16,Online,Cologne,Netflix,Cash,True,0.0,90.34,True,Pending,Pending,699.0,Private Banking,37.187.248.85,2023-02-27 21:30:00
TXN-20230031076,ACC-716016588,CUST-720556,Emma Osei,Investment,ACTIVE,Payment,2024-09-07,42595.22,PLN,170428.77,SEPA,Nuremberg,Deutsche Bahn,Bank Transfer,True,14.79,20.97,True,passed,Pending,500.0,Retail,82.151.161.179,2023-02-08 23:04:00
TXN-20230031077,ACC-109637607,CUST-395692,Mia Meyer,Investment,ACTIVE,Fee,2023-11-05,43243.03,GBP,475262.75,Online,Duisburg,Amazon,Credit Card,False,0.0,62.64,True,Pending,Expired,740.0,Premium,45.199.114.185,2023-06-08 02:59:00
TXN-20230031078,ACC-499359662,CUST-558400,Sabine Weber,Credit Card,Dormant,Transfer,2024-02-22,33586.03,PLN,253510.37,Mobile App,Nuremberg,Amazon,sepa,True,15.9,63.65,False,Passed,Verified,588.0,Private Banking,163.150.52.180,2023-01-28 05:27:00
TXN-20230031079,ACC-381711561,CUST-555180,Max Weber,Investment,Dormant,Transfer,2023-04-19,-1008.61,USD,125076.42,Phone,Frankfurt,,sepa,False,16.71,97.57,True,passed,Pending,,Retail,186.7.205.110,2023-10-19 15:37:00
TXN-20230031080,ACC-974124578,CUST-548088,Lisa Schulz,Savings,Active,Payment,2024-08-02,-11809.19,USD,51569.64,Online,Frankfurt,Deutsche Bahn,SEPA,True,0.0,69.37,False,Pending,Pending,,Business,198.92.178.205,2023-05-25 13:49:00
TXN-20230031081,ACC-271242375,CUST-164967,Sabine Richter,Credit Card,Frozen,Payment,2024-01-13,14460.07,PLN,469771.2,ATM,Nuremberg,Aldi,SEPA,False,0.0,52.19,True,Skipped,Not Required,,Retail,117.138.90.13,2023-01-07 14:56:00
TXN-20230031082,ACC-989852639,CUST-446545,Anna Becker,Credit Card,Closed,Deposit,06/03/2022,3163.23,CHF,103837.34,Mobile App,Leipzig,MediaMarkt,Cash,True,8.52,68.55,True,Passed,Not Required,578.0,Premium,195.16.0.152,2023-10-18 01:30:00
TXN-20230031083,ACC-470732907,CUST-634421,Sophie Becker,Checking,Active,Interest,2023-11-17,14179.92,PLN,149038.79,ATM,Munich,Amazon,Cash,True,8.97,32.4,True,Pending,Not Required,,Premium,28.59.130.93,2023-09-26 18:01:00
TXN-20230031084,ACC-279485413,CUST-317415,Lukas Weber,Investment,Closed,Refund,2023-09-28,-23590.69,GBP,478952.34,Online,Hanover,Amazon,Credit Card,False,15.15,38.0,False,Passed,Verified,561.0,Retail,133.190.131.150,2023-05-26 08:16:00
TXN-20230031085,ACC-488250828,CUST-866191,Felix Boateng,Savings,Closed,Fee,2022-07-06,14375.39,USD,117982.35,Online,Berlin,MediaMarkt,Bank Transfer,True,0.0,23.82,True,Failed,Verified,704.0,Premium,1.69.93.90,2023-04-07 06:18:00
TXN-20230031086,ACC-575813452,CUST-670467,Lukas Wagner,Loan,active,Fee,2025-01-06,-20430.96,EUR,33127.9,Mobile App,Hamburg,REWE,Debit Card,True,5.64,69.37,True,Passed,verified,509.0,Corporate,223.253.88.135,2023-01-22 11:41:00
TXN-20230031087,ACC-887566708,CUST-651772,Sarah Bauer,Checking,Closed,Withdrawal,2025-09-17,39223.81,CHF,33922.05,Mobile App,Cologne,Aldi,sepa,False,0.0,4.68,False,Failed,verified,842.0,Corporate,180.68.39.92,2023-12-06 00:55:00
TXN-20230031088,ACC-885551687,CUST-293469,Hanna Sowah,Investment,Closed,Deposit,2022-07-18,22061.65,EUR,351888.25,Direct Debit,Duisburg,Aldi,Credit Card,True,0.0,47.95,True,Pending,Not Required,734.0,Retail,68.28.232.252,2023-06-25 14:24:00
TXN-20230031089,ACC-772515523,CUST-154725,Hanna Schmidt,Savings,active,Refund,2023-05-19,34445.79,CHF,116021.38,Branch,Bremen,MediaMarkt,Credit Card,True,0.0,65.89,False,Skipped,Expired,735.0,Corporate,248.102.225.154,2023-03-08 10:54:00
TXN-20230031090,ACC-776406138,CUST-703951,Mia Richter,Loan,ACTIVE,Refund,2025-09-05,-39151.7,GBP,224307.15,Online,Essen,REWE,sepa,True,0.0,68.19,False,Manual Review,verified,,Corporate,216.119.229.253,2023-01-02 09:42:00
TXN-20230031091,ACC-489962822,CUST-817388,Lisa Hoffmann,Credit Card,ACTIVE,Payment,28-10-2024,8447.37,PLN,266005.48,ATM,Berlin,Aldi,sepa,True,19.98,1.5,True,Failed,Expired,797.0,Retail,213.128.231.120,2023-10-27 15:16:00
TXN-20230031092,ACC-992328625,CUST-518198,Christina Agyeman,Savings,active,Transfer,2025-06-01,18453.55,USD,945.56,Branch,Dresden,MediaMarkt,Cash,True,2.85,87.11,True,passed,Verified,412.0,Corporate,202.85.39.229,2023-09-10 15:22:00
TXN-20230031093,ACC-343347448,CUST-594972,Andreas Muller,Investment,active,Fee,2022-04-30,21751.66,GBP,40138.17,Branch,Nuremberg,Deutsche Bahn,sepa,False,0.0,86.5,False,Manual Review,Expired,351.0,Premium,241.127.177.39,2023-10-04 22:51:00
TXN-20230031094,ACC-637473698,CUST-971744,Hanna Mensah,Checking,Closed,Transfer,2025-06-16,-8196.81,USD,243348.47,ATM,Dusseldorf,,sepa,False,0.0,90.72,False,Failed,Expired,609.0,Retail,43.171.249.113,2023-03-22 16:55:00
TXN-20230031095,ACC-630537674,CUST-990221,Anna Fischer,Credit Card,Active,Payment,28/09/2023,12046.76,PLN,376195.66,Mobile App,Berlin,NULL,Cash,True,0.0,59.88,True,Pending,verified,494.0,Business,16.189.67.118,2023-09-05 20:05:00
TXN-20230031096,ACC-461282820,CUST-702758,Christina Bauer,Credit Card,ACTIVE,Payment,2024-03-15,4089.03,CHF,254474.69,Direct Debit,Dortmund,,Credit Card,True,0.0,41.53,False,Skipped,verified,487.0,Business,102.112.243.185,2023-11-19 06:08:00
TXN-20230031097,ACC-340263519,CUST-641440,Paul Schulz,Credit Card,Dormant,Transfer,03 Sep 2022,35383.28,EUR,15030.44,Phone,Frankfurt,EDEKA,Bank Transfer,True,0.0,5.41,False,passed,Expired,368.0,Premium,65.205.40.86,2023-10-13 13:32:00
TXN-20230031098,ACC-339947362,CUST-169967,Thomas Fischer,Savings,active,Withdrawal,2025-10-27,7930.25,CHF,398051.04,Online,Stuttgart,Shell,Bank Transfer,False,20.76,52.6,True,Manual Review,verified,423.0,Private Banking,235.20.166.84,2023-08-26 22:05:00
TXN-20230031099,ACC-543252285,CUST-616299,Lisa Mensah,Investment,Frozen,Deposit,2024-08-27,-27450.26,EUR,249384.16,Direct Debit,Duisburg,EDEKA,SEPA,False,0.0,28.58,False,Passed,Pending,591.0,Retail,35.187.11.2,2023-06-14 04:18:00
TXN-20230031100,ACC-331911514,CUST-562882,Lukas Hoffmann,Investment,Closed,Payment,04/06/2025,-16492.19,USD,44276.46,Online,Leipzig,MediaMarkt,Bank Transfer,False,14.12,55.94,True,Pending,Not Required,,Premium,225.240.226.28,2023-02-05 14:14:00
TXN-20230031101,ACC-305915142,CUST-557968,Christina Fischer,Investment,Dormant,Payment,2024-04-15,12783.77,PLN,76797.01,Branch,Dusseldorf,Deutsche Bahn,Credit Card,False,24.56,5.3,False,Passed,Verified,,Private Banking,12.207.226.132,2023-09-15 21:41:00
TXN-20230031102,ACC-345405019,CUST-892815,Leon Mensah,Credit Card,ACTIVE,Fee,2022-10-02,34109.64,GBP,444652.74,Phone,Dortmund,Netflix,Cash,False,0.0,40.04,True,Failed,Pending,,Premium,202.252.44.152,2023-01-08 09:42:00
TXN-20230031103,ACC-360929038,CUST-784871,Thomas Schulz,Checking,active,Fee,2023-09-03,-6727.67,GBP,329074.5,Online,Munich,NULL,SEPA,True,23.59,98.34,False,passed,verified,675.0,Premium,193.87.105.11,2023-05-23 17:36:00
TXN-20230031104,ACC-558206605,CUST-294080,Christina Agyeman,Credit Card,Active,Payment,2024-04-07,8351.91,EUR,411709.22,ATM,Stuttgart,Lidl,Bank Transfer,False,0.0,40.03,False,Skipped,Not Required,,Premium,240.233.211.4,2023-04-19 07:41:00
TXN-20230031105,ACC-423473834,CUST-593563,Emma Fischer,Investment,Closed,Refund,2024-09-05,23167.51,CHF,170519.05,Branch,Hamburg,,Bank Transfer,False,0.0,16.86,False,Pending,Not Required,751.0,Corporate,139.108.195.251,2023-03-01 11:55:00
TXN-20230031106,ACC-295144446,CUST-394533,Daniel Richter,Mortgage,Dormant,Transfer,2025-02-06,38065.29,PLN,453963.97,Mobile App,Dortmund,Shell,SEPA,True,0.0,90.43,False,Passed,Not Required,399.0,Corporate,58.85.61.198,2023-01-08 00:35:00
TXN-20230031107,ACC-976974444,CUST-561000,Felix Klein,Savings,active,Payment,2024-09-15,22557.15,PLN,347517.67,SEPA,Leipzig,Aldi,Debit Card,False,6.41,72.96,False,Passed,Pending,758.0,Business,129.183.246.162,2023-08-01 12:38:00
TXN-20230031108,ACC-349792582,CUST-538288,Max Boateng,Savings,ACTIVE,Payment,17 Feb 2025,-42522.9,GBP,251551.98,ATM,Duisburg,Lidl,sepa,True,0.0,45.09,False,Skipped,Expired,,Business,180.143.252.123,2023-05-07 06:39:00
TXN-20230031109,ACC-125048851,CUST-164286,Sarah Becker,Mortgage,Active,Fee,2022-08-08,0.0,PLN,271409.02,Online,Leipzig,Aldi,Debit Card,True,0.0,13.54,False,Pending,Pending,,Corporate,28.34.89.142,2023-04-05 09:32:00
TXN-20230031110,ACC-185445101,CUST-201944,Felix Richter,Credit Card,Active,Withdrawal,2025-10-15,-46798.31,GBP,379206.66,Phone,Hanover,EDEKA,Credit Card,True,0.0,21.47,True,Skipped,Not Required,832.0,Private Banking,94.146.47.85,2023-04-10 07:51:00
TXN-20230031111,ACC-178424886,CUST-272544,Thomas Klein,Investment,Frozen,Fee,2023-12-14,10126.72,CHF,219106.17,Direct Debit,Bremen,NULL,Credit Card,False,0.0,74.12,False,Passed,Not Required,695.0,Premium,251.169.227.183,2023-10-23 02:44:00
TXN-20230031112,ACC-683698551,CUST-827032,Michael Richter,Investment,Active,Withdrawal,21-09-2022,-13285.09,EUR,95237.65,Branch,Dusseldorf,MediaMarkt,Cash,False,23.76,58.8,True,Skipped,Verified,,Private Banking,201.48.146.26,2023-08-25 09:46:00
TXN-20230031113,ACC-746867516,CUST-371413,Leon Fischer,Mortgage,ACTIVE,Transfer,23/12/2024,6622.3,CHF,74879.81,Online,Duisburg,Deutsche Bahn,Credit Card,False,9.05,22.27,True,Skipped,verified,,Business,224.119.208.92,2023-05-13 17:54:00
TXN-20230031114,ACC-744734430,CUST-613527,Emma Schulz,Savings,active,Payment,2023-08-08,-36633.27,EUR,67591.7,Phone,Bremen,Shell,Bank Transfer,True,0.01,2.79,False,Failed,Expired,,Retail,52.173.53.126,2023-09-07 10:46:00
TXN-20230031115,ACC-854452560,CUST-129077,Max Hoffmann,Investment,Active,Refund,2023-04-29,14454.0,GBP,241437.33,Direct Debit,Frankfurt,MediaMarkt,Debit Card,False,6.82,58.36,True,Failed,Pending,,Premium,133.61.163.108,2023-12-01 23:51:00
TXN-20230031116,ACC-844388902,CUST-518616,Hanna Mensah,Credit Card,active,Transfer,2024-03-07,32492.87,EUR,237381.62,Direct Debit,Stuttgart,Netflix,SEPA,False,0.0,63.24,True,passed,Verified,,Corporate,136.63.246.156,2023-10-11 05:58:00
TXN-20230031117,ACC-548808468,CUST-191973,Michael Hoffmann,Checking,Closed,Payment,2024-04-30,6580.0,USD,479110.2,SEPA,Nuremberg,REWE,Bank Transfer,False,11.02,17.68,True,Failed,Not Required,659.0,Premium,151.75.68.209,2023-03-24 10:54:00
TXN-20230031118,ACC-162982341,CUST-483451,Petra Fischer,Checking,Active,Deposit,2023-03-30,-3453.44,GBP,43758.9,Mobile App,Dresden,Aldi,SEPA,True,0.0,53.95,True,Manual Review,Pending,365.0,Retail,18.198.212.108,2023-06-10 09:09:00
TXN-20230031119,ACC-906578752,CUST-996929,Paul Sowah,Savings,Dormant,Transfer,2024-09-25,30126.58,PLN,446449.12,Direct Debit,Bremen,NULL,Bank Transfer,False,22.6,37.18,True,Passed,Not Required,,Premium,174.105.226.72,2023-12-28 01:21:00
TXN-20230031120,ACC-281416349,CUST-173518,Lukas Wagner,Savings,Active,Transfer,2023-06-20,-24553.75,EUR,44007.02,SEPA,Hanover,Lidl,Cash,True,4.15,46.23,True,Failed,Not Required,514.0,Corporate,45.96.72.170,2023-01-16 12:49:00
TXN-20230031121,ACC-845367272,CUST-469985,Mia Sowah,Checking,Active,Payment,13-03-2024,-23019.96,USD,430829.17,Branch,Stuttgart,Aldi,Credit Card,False,0.0,57.65,False,passed,Verified,764.0,Retail,203.91.240.145,2023-08-06 20:02:00
TXN-20230031122,ACC-352179950,CUST-881614,Lukas Koch,Mortgage,active,Deposit,05 Jul 2022,42028.99,USD,358663.73,Direct Debit,Duisburg,MediaMarkt,sepa,True,0.0,36.35,False,Failed,Expired,,Corporate,198.74.163.228,2023-01-19 16:36:00
TXN-20230031123,ACC-960685933,CUST-197996,Leon Richter,Checking,Dormant,Payment,11 Feb 2022,-36714.61,USD,224781.59,Mobile App,Frankfurt,REWE,SEPA,False,0.0,31.93,False,Failed,Verified,,Retail,86.170.66.153,2023-06-06 17:06:00
TXN-20230031124,ACC-194780607,CUST-102588,Lukas Fischer,Credit Card,active,Withdrawal,17/04/2022,0.0,PLN,397544.44,Branch,Essen,,sepa,True,0.0,96.65,False,Failed,Expired,685.0,Business,123.251.172.44,2023-09-19 17:12:00
TXN-20230031125,ACC-999434485,CUST-616658,Michael Sowah,Checking,Dormant,Payment,2022-03-22,-24836.97,GBP,15306.38,Phone,Nuremberg,EDEKA,SEPA,True,0.0,77.5,True,Passed,Pending,487.0,Private Banking,150.69.166.205,2023-01-16 22:58:00
TXN-20230031126,ACC-219433513,CUST-424324,Michael Bauer,Investment,active,Transfer,2023-10-15,-26084.56,USD,161269.57,ATM,Duisburg,Deutsche Bahn,sepa,False,0.0,1.96,True,Manual Review,verified,762.0,Business,253.181.137.136,2023-05-26 12:43:00
TXN-20230031127,ACC-487900716,CUST-585363,Sarah Sowah,Mortgage,active,Withdrawal,2024-11-29,13727.97,USD,437833.68,Online,Essen,Netflix,Credit Card,False,0.0,91.16,True,Pending,Expired,820.0,Premium,11.200.98.68,2023-01-07 15:40:00
TXN-20230031128,ACC-252617885,CUST-458303,Christina Fischer,Checking,Dormant,Withdrawal,2022-07-19,-16249.75,CHF,308942.03,Mobile App,Dortmund,Netflix,Credit Card,True,0.0,44.02,True,Skipped,Pending,372.0,Business,153.67.254.197,2023-03-28 15:08:00
TXN-20230031129,ACC-586371338,CUST-276842,Sophie Weber,Loan,Dormant,Fee,2024-12-03,26559.76,GBP,331313.85,Phone,Frankfurt,Aldi,Bank Transfer,False,1.41,90.2,False,Failed,verified,706.0,Premium,21.206.119.6,2023-03-19 15:53:00
TXN-20230031130,ACC-770531510,CUST-365136,Sabine Wagner,Credit Card,Dormant,Transfer,2022-09-04,34541.72,PLN,111591.57,ATM,Bremen,MediaMarkt,SEPA,True,0.0,44.24,False,Manual Review,verified,360.0,Private Banking,107.176.58.119,2023-11-05 05:12:00
TXN-20230031131,ACC-949898657,CUST-561225,Lukas Weber,Savings,active,Transfer,2025-01-08,9167.25,USD,375033.1,Mobile App,Bremen,REWE,Cash,True,0.0,38.01,False,Failed,verified,843.0,Private Banking,121.122.67.184,2023-12-06 10:39:00
TXN-20230031132,ACC-324213898,CUST-767761,Daniel Wolf,Savings,Dormant,Deposit,24/12/2022,-21183.33,CHF,151072.62,Branch,Munich,Netflix,Credit Card,False,16.5,33.57,False,Skipped,verified,450.0,Retail,23.50.2.43,2023-08-17 20:26:00
TXN-20230031133,ACC-758507137,CUST-143655,Michael Koch,Credit Card,active,Deposit,2025-01-29,40199.48,CHF,147617.1,Direct Debit,Nuremberg,Deutsche Bahn,sepa,False,20.0,5.83,True,Passed,Pending,815.0,Premium,13.6.54.19,2023-03-11 01:38:00
TXN-20230031134,ACC-100348346,CUST-454201,Paul Klein,Loan,Active,Fee,22/12/2022,-37296.57,GBP,286031.36,Phone,Cologne,Shell,sepa,False,8.62,68.52,True,Passed,Pending,432.0,Premium,108.236.240.198,2023-02-25 05:55:00
TXN-20230031135,ACC-461804983,CUST-253076,Anna Bauer,Savings,ACTIVE,Fee,2022-02-04,48499.85,CHF,444012.15,Branch,Bremen,EDEKA,sepa,True,17.78,2.13,False,Pending,Not Required,,Private Banking,182.219.78.128,2023-02-20 03:03:00
TXN-20230031136,ACC-136752019,CUST-158125,Anna Boateng,Investment,ACTIVE,Interest,31-10-2024,-49277.46,GBP,167860.45,Mobile App,Duisburg,Deutsche Bahn,Cash,True,0.0,5.21,True,Skipped,Pending,463.0,Retail,26.220.234.163,2023-04-24 04:47:00
TXN-20230031137,ACC-737240649,CUST-519838,Anna Klein,Loan,ACTIVE,Fee,26 Feb 2022,-40953.69,USD,284364.62,SEPA,Hanover,REWE,Bank Transfer,False,0.0,71.12,True,Passed,verified,468.0,Retail,65.179.19.148,2023-12-06 16:13:00
TXN-20230031138,ACC-108346595,CUST-325544,Hanna Hoffmann,Credit Card,active,Refund,18 Dec 2022,-28653.17,GBP,255026.38,Mobile App,Dortmund,REWE,sepa,True,0.0,67.9,True,Manual Review,Expired,324.0,Retail,118.19.216.169,2023-08-26 23:51:00
